# F277W
# photon
# Angstroems	Transmission JWST/NIRCam/F277W
25448	7.78E-01
25460	7.79E-01
25472	7.80E-01
25484	7.82E-01
25497	7.83E-01
25509	7.85E-01
25521	7.86E-01
25533	7.88E-01
25545	7.90E-01
25557	7.92E-01
25569	7.94E-01
25581	7.95E-01
25593	7.97E-01
25605	7.99E-01
25617	8.01E-01
25629	8.03E-01
25641	8.05E-01
25653	8.06E-01
25665	8.08E-01
25677	8.09E-01
25689	8.10E-01
25701	8.11E-01
25713	8.12E-01
25725	8.13E-01
25737	8.15E-01
25749	8.15E-01
25761	8.16E-01
25773	8.17E-01
25785	8.18E-01
25797	8.18E-01
25809	8.19E-01
25821	8.20E-01
25833	8.21E-01
25845	8.21E-01
25857	8.22E-01
25869	8.23E-01
25881	8.23E-01
25893	8.23E-01
25905	8.24E-01
25917	8.26E-01
25929	8.27E-01
25941	8.27E-01
25953	8.28E-01
25965	8.28E-01
25977	8.29E-01
25989	8.29E-01
26001	8.29E-01
26013	8.29E-01
26025	8.29E-01
26037	8.30E-01
26049	8.30E-01
26061	8.31E-01
26073	8.31E-01
26085	8.31E-01
26097	8.31E-01
26109	8.30E-01
26121	8.30E-01
26133	8.30E-01
26145	8.30E-01
26157	8.30E-01
26169	8.30E-01
26181	8.30E-01
26193	8.30E-01
26205	8.29E-01
26217	8.28E-01
26229	8.28E-01
26241	8.28E-01
26253	8.27E-01
26265	8.26E-01
26277	8.26E-01
26289	8.25E-01
26301	8.25E-01
26313	8.24E-01
26325	8.23E-01
26337	8.23E-01
26349	8.22E-01
26361	8.21E-01
26373	8.20E-01
26385	8.19E-01
26397	8.18E-01
26409	8.18E-01
26421	8.17E-01
26433	8.17E-01
26445	8.17E-01
26457	8.16E-01
26469	8.16E-01
26481	8.15E-01
26493	8.15E-01
26505	8.15E-01
26517	8.15E-01
26529	8.14E-01
26541	8.14E-01
26553	8.14E-01
26565	8.14E-01
26577	8.14E-01
26589	8.13E-01
26601	8.13E-01
26613	8.14E-01
26625	8.14E-01
26637	8.15E-01
26649	8.15E-01
26661	8.15E-01
26673	8.16E-01
26685	8.16E-01
26697	8.16E-01
26709	8.16E-01
26721	8.15E-01
26734	8.15E-01
26746	8.15E-01
26758	8.15E-01
26770	8.15E-01
26782	8.14E-01
26794	8.15E-01
26806	8.15E-01
26818	8.15E-01
26830	8.15E-01
26842	8.14E-01
26854	8.14E-01
26866	8.14E-01
26878	8.14E-01
26890	8.15E-01
26902	8.15E-01
26914	8.15E-01
26926	8.16E-01
26938	8.16E-01
26950	8.16E-01
26962	8.16E-01
26974	8.17E-01
26986	8.17E-01
26998	8.17E-01
27010	8.17E-01
27022	8.18E-01
27034	8.18E-01
27046	8.19E-01
27058	8.19E-01
27070	8.20E-01
27082	8.22E-01
27094	8.22E-01
27106	8.23E-01
27118	8.23E-01
27130	8.24E-01
27142	8.24E-01
27154	8.25E-01
27166	8.25E-01
27178	8.26E-01
27190	8.26E-01
27202	8.27E-01
27214	8.28E-01
27226	8.29E-01
27238	8.29E-01
27250	8.29E-01
27262	8.28E-01
27274	8.28E-01
27286	8.27E-01
27298	8.27E-01
27310	8.27E-01
27322	8.27E-01
27334	8.27E-01
27346	8.27E-01
27358	8.27E-01
27370	8.27E-01
27382	8.27E-01
27394	8.27E-01
27406	8.26E-01
27418	8.26E-01
27430	8.25E-01
27442	8.25E-01
27454	8.24E-01
27466	8.23E-01
27478	8.22E-01
27490	8.21E-01
27502	8.21E-01
27514	8.21E-01
27526	8.21E-01
27538	8.21E-01
27550	8.20E-01
27562	8.20E-01
27574	8.19E-01
27586	8.19E-01
27598	8.19E-01
27610	8.18E-01
27622	8.18E-01
27634	8.18E-01
27646	8.18E-01
27658	8.18E-01
27670	8.18E-01
27682	8.18E-01
27694	8.18E-01
27706	8.18E-01
27718	8.18E-01
27730	8.18E-01
27742	8.19E-01
27754	8.19E-01
27766	8.19E-01
27778	8.19E-01
27790	8.20E-01
27802	8.21E-01
27814	8.21E-01
27826	8.22E-01
27838	8.23E-01
27850	8.24E-01
27862	8.25E-01
27874	8.25E-01
27886	8.26E-01
27898	8.27E-01
27910	8.28E-01
27922	8.28E-01
27934	8.29E-01
27946	8.29E-01
27958	8.30E-01
27970	8.31E-01
27983	8.32E-01
27995	8.32E-01
28007	8.33E-01
28019	8.34E-01
28031	8.34E-01
28043	8.35E-01
28055	8.35E-01
28067	8.36E-01
28079	8.36E-01
28091	8.36E-01
28103	8.36E-01
28115	8.36E-01
28127	8.36E-01
28139	8.36E-01
28151	8.36E-01
28163	8.36E-01
28175	8.36E-01
28187	8.36E-01
28199	8.36E-01
28211	8.36E-01
28223	8.36E-01
28235	8.36E-01
28247	8.35E-01
28259	8.35E-01
28271	8.35E-01
28283	8.35E-01
28295	8.35E-01
28307	8.34E-01
28319	8.34E-01
28331	8.34E-01
28343	8.34E-01
28355	8.34E-01
28367	8.34E-01
28379	8.34E-01
28391	8.34E-01
28403	8.34E-01
28415	8.34E-01
28427	8.34E-01
28439	8.34E-01
28451	8.34E-01
28463	8.34E-01
28475	8.35E-01
28487	8.35E-01
28499	8.35E-01
28511	8.36E-01
28523	8.36E-01
28535	8.36E-01
28547	8.37E-01
28559	8.37E-01
28571	8.38E-01
28583	8.38E-01
28595	8.38E-01
28607	8.39E-01
28619	8.39E-01
28631	8.40E-01
28643	8.40E-01
28655	8.41E-01
28667	8.41E-01
28679	8.42E-01
28691	8.42E-01
28703	8.43E-01
28715	8.43E-01
28727	8.44E-01
28739	8.44E-01
28751	8.44E-01
28763	8.45E-01
28775	8.45E-01
28787	8.46E-01
28799	8.46E-01
28811	8.46E-01
28823	8.47E-01
28835	8.47E-01
28847	8.47E-01
28859	8.48E-01
28871	8.48E-01
28883	8.48E-01
28895	8.49E-01
28907	8.49E-01
28919	8.49E-01
28931	8.49E-01
28943	8.49E-01
28955	8.49E-01
28967	8.50E-01
28979	8.50E-01
28991	8.50E-01
29003	8.50E-01
29015	8.50E-01
29027	8.50E-01
29039	8.49E-01
29051	8.49E-01
29063	8.49E-01
29075	8.49E-01
29087	8.48E-01
29099	8.48E-01
29111	8.48E-01
29123	8.47E-01
29135	8.47E-01
29147	8.46E-01
29159	8.46E-01
29171	8.45E-01
29183	8.44E-01
29195	8.44E-01
29207	8.43E-01
29220	8.42E-01
29232	8.41E-01
29244	8.40E-01
29256	8.40E-01
29268	8.39E-01
29280	8.38E-01
29292	8.37E-01
29304	8.36E-01
29316	8.35E-01
29328	8.34E-01
29340	8.34E-01
29352	8.32E-01
29364	8.32E-01
29376	8.31E-01
29388	8.30E-01
29400	8.29E-01
29412	8.28E-01
29424	8.28E-01
29436	8.27E-01
29448	8.27E-01
29460	8.26E-01
29472	8.25E-01
29484	8.25E-01
29496	8.25E-01
29508	8.24E-01
29520	8.24E-01
29532	8.24E-01
29544	8.24E-01
29556	8.24E-01
29568	8.24E-01
29580	8.24E-01
29592	8.24E-01
29604	8.24E-01
29616	8.24E-01
29628	8.24E-01
29640	8.25E-01
29652	8.25E-01
29664	8.26E-01
29676	8.26E-01
29688	8.26E-01
29700	8.27E-01
29712	8.27E-01
29724	8.28E-01
29736	8.28E-01
29748	8.29E-01
29760	8.29E-01
29772	8.30E-01
29784	8.30E-01
29796	8.31E-01
29808	8.31E-01
29820	8.31E-01
29832	8.32E-01
29844	8.33E-01
29856	8.33E-01
29868	8.33E-01
29880	8.34E-01
29892	8.34E-01
29904	8.34E-01
29916	8.34E-01
29928	8.34E-01
29940	8.35E-01
29952	8.35E-01
29964	8.35E-01
29976	8.35E-01
29988	8.35E-01
30000	8.35E-01
30012	8.35E-01
30024	8.35E-01
30036	8.35E-01
30048	8.35E-01
30060	8.36E-01
30072	8.36E-01
30084	8.36E-01
30096	8.36E-01
30108	8.36E-01
30120	8.36E-01
30132	8.37E-01
30144	8.37E-01
30156	8.37E-01
30168	8.37E-01
30180	8.38E-01
30192	8.38E-01
30204	8.38E-01
30216	8.39E-01
30228	8.39E-01
30240	8.39E-01
30252	8.40E-01
30264	8.40E-01
30276	8.41E-01
30288	8.41E-01
30300	8.42E-01
30312	8.42E-01
30324	8.42E-01
30336	8.43E-01
30348	8.43E-01
30360	8.44E-01
30372	8.44E-01
30384	8.45E-01
30396	8.45E-01
30408	8.45E-01
30420	8.45E-01
30432	8.46E-01
30444	8.46E-01
30456	8.46E-01
30469	8.46E-01
30481	8.46E-01
30493	8.46E-01
30505	8.46E-01
30517	8.46E-01
30529	8.46E-01
30541	8.45E-01
30553	8.45E-01
30565	8.45E-01
30577	8.45E-01
30589	8.44E-01
30601	8.44E-01
30613	8.43E-01
30625	8.43E-01
30637	8.43E-01
30649	8.42E-01
30661	8.42E-01
30673	8.41E-01
30685	8.41E-01
30697	8.41E-01
30709	8.40E-01
30721	8.40E-01
30733	8.40E-01
30745	8.39E-01
30757	8.39E-01
30769	8.39E-01
30781	8.39E-01
30793	8.39E-01
30805	8.39E-01
30817	8.39E-01
30829	8.39E-01
30841	8.39E-01
30853	8.39E-01
30865	8.40E-01
30877	8.40E-01
30889	8.40E-01
30901	8.41E-01
30913	8.41E-01
30925	8.42E-01
30937	8.42E-01
30949	8.43E-01
30961	8.43E-01
30973	8.44E-01
30985	8.44E-01
30997	8.44E-01
31009	8.44E-01
31021	8.45E-01
31033	8.44E-01
31045	8.44E-01
31057	8.43E-01
31069	8.42E-01
31081	8.41E-01
31093	8.40E-01
31105	8.37E-01
31117	8.34E-01
31129	8.31E-01
31141	8.27E-01
31153	8.22E-01
31165	8.16E-01
31177	8.10E-01
31189	8.02E-01
31201	7.93E-01
31213	7.83E-01
31225	7.72E-01
31237	7.60E-01
31249	7.46E-01
31261	7.31E-01
31273	7.15E-01
31285	6.98E-01
31297	6.79E-01
31309	6.59E-01
31321	6.38E-01
31333	6.17E-01
31345	5.94E-01
31357	5.71E-01
31369	5.47E-01
31381	5.23E-01
31393	4.99E-01
31405	4.75E-01
31417	4.50E-01
31429	4.27E-01
31441	4.03E-01
31453	3.80E-01
31465	3.58E-01
31477	3.36E-01
31489	3.16E-01
31501	2.96E-01
31513	2.77E-01
31525	2.59E-01
31537	2.42E-01
31549	2.26E-01
31561	2.11E-01
31573	1.97E-01
31585	1.83E-01
31597	1.71E-01
31609	1.59E-01
31621	1.49E-01
31633	1.39E-01
31645	1.29E-01
31657	1.21E-01
31669	1.13E-01
31681	1.05E-01
31693	9.82E-02
31706	9.19E-02
31718	8.60E-02
31730	8.05E-02
31742	7.54E-02
31754	7.07E-02
31766	6.64E-02
31778	6.23E-02
31790	5.86E-02
31802	5.51E-02
31814	5.19E-02
31826	4.89E-02
31838	4.62E-02
31850	4.36E-02
31862	4.12E-02
31874	3.90E-02
31886	3.69E-02
31898	3.50E-02
31910	3.32E-02
31922	3.15E-02
31934	2.99E-02
31946	2.84E-02
31958	2.71E-02
31970	2.58E-02
31982	2.46E-02
31994	2.35E-02
32006	2.24E-02
32018	2.14E-02
32030	2.05E-02
32042	1.96E-02
32054	1.88E-02
32066	1.80E-02
32078	1.72E-02
32090	1.65E-02
32102	1.59E-02
32114	1.53E-02
32126	1.47E-02
32138	1.41E-02
32150	1.36E-02
32162	1.30E-02
32174	1.26E-02
32186	1.21E-02
32198	1.16E-02
32210	1.12E-02
32222	1.08E-02
32234	1.04E-02
32246	1.00E-02
32258	9.67E-03
32270	9.33E-03
32282	8.99E-03
32294	8.67E-03
32306	8.36E-03
32318	8.06E-03
32330	7.76E-03
32342	7.48E-03
32354	7.21E-03
32366	6.94E-03
32378	6.68E-03
32390	6.43E-03
32402	6.19E-03
32414	5.96E-03
32426	5.73E-03
32438	5.51E-03
32450	5.29E-03
32462	5.08E-03
32474	4.88E-03
32486	4.68E-03
32498	4.49E-03
32510	4.30E-03
32522	4.12E-03
32534	3.94E-03
32546	3.77E-03
32558	3.61E-03
32570	3.45E-03
32582	3.29E-03
32594	3.14E-03
32606	3.00E-03
32618	2.86E-03
32630	2.72E-03
32642	2.59E-03
32654	2.47E-03
32666	2.35E-03
32678	2.24E-03
32690	2.13E-03
32702	2.02E-03
32714	1.92E-03
32726	1.82E-03
32738	1.73E-03
32750	1.64E-03
32762	1.55E-03
32774	1.47E-03
32786	1.40E-03
32798	1.32E-03
32810	1.25E-03
32822	1.19E-03
32834	1.13E-03
32846	1.07E-03
32858	1.01E-03
32870	9.60E-04
32882	9.10E-04
32894	8.64E-04
32906	8.20E-04
32918	7.78E-04
32930	7.38E-04
32942	6.99E-04
32955	6.64E-04
32967	6.30E-04
32979	5.96E-04
32991	5.65E-04
33003	5.34E-04
33015	5.07E-04
33027	4.82E-04
33039	4.57E-04
33051	4.36E-04
33063	4.14E-04
33075	3.96E-04
33087	3.79E-04
33099	3.64E-04
33111	3.49E-04
33123	3.32E-04
33135	3.18E-04
33147	3.05E-04
33159	2.92E-04
33171	2.80E-04
33183	2.68E-04
33195	2.57E-04
33207	2.47E-04
33219	2.39E-04
33231	2.33E-04
33243	2.26E-04
33255	2.19E-04
33267	2.13E-04
33279	2.06E-04
33291	2.02E-04
33303	1.96E-04
33315	1.90E-04
33327	1.85E-04
33339	1.79E-04
33351	1.75E-04
33363	1.70E-04
33375	1.66E-04
33387	1.62E-04
33399	1.57E-04
33411	1.54E-04
33423	1.51E-04
33435	1.49E-04
33447	1.47E-04
33459	1.45E-04
33471	1.44E-04
33483	1.42E-04
33495	1.42E-04
33507	1.41E-04
33519	1.38E-04
33531	1.35E-04
33543	1.33E-04
33555	1.31E-04
33567	1.28E-04
33579	1.26E-04
33591	1.23E-04
33603	1.21E-04
33615	1.20E-04
33627	1.19E-04
33639	1.18E-04
33651	1.17E-04
33663	1.16E-04
33675	1.14E-04
33687	1.13E-04
33699	1.12E-04
33711	1.12E-04
33723	1.12E-04
33735	1.11E-04
33747	1.10E-04
33759	1.10E-04
33771	1.09E-04
33783	1.09E-04
33795	1.10E-04
33807	1.10E-04
33819	1.09E-04
33831	1.09E-04
33843	1.10E-04
33855	1.12E-04
33867	1.12E-04
33879	1.11E-04
33891	1.11E-04
33903	1.10E-04
33915	1.10E-04
33927	1.11E-04
33939	1.11E-04
33951	1.10E-04
33963	1.10E-04
33975	1.08E-04
33987	1.06E-04
33999	1.06E-04
34011	1.06E-04
34023	1.06E-04
34035	1.06E-04
34047	1.07E-04
34059	1.09E-04
34071	1.11E-04
34083	1.14E-04
34095	1.17E-04
34107	1.18E-04
34119	1.19E-04
34131	1.20E-04
34143	1.19E-04
34155	1.19E-04
34167	1.21E-04
34179	1.22E-04
34192	1.23E-04
34204	1.25E-04
34216	1.27E-04
34228	1.31E-04
34240	1.35E-04
34252	1.40E-04
34264	1.43E-04
34276	1.45E-04
34288	1.47E-04
34300	1.48E-04
34312	1.50E-04
34324	1.52E-04
34336	1.52E-04
34348	1.53E-04
34360	1.55E-04
34372	1.56E-04
34384	1.58E-04
34396	1.60E-04
34408	1.62E-04
34420	1.64E-04
34432	1.67E-04
34444	1.69E-04
34456	1.71E-04
34468	1.72E-04
34480	1.74E-04
34492	1.76E-04
34504	1.77E-04
34516	1.77E-04
34528	1.77E-04
34540	1.77E-04
34552	1.79E-04
34564	1.81E-04
34576	1.81E-04
34588	1.83E-04
34600	1.84E-04
34612	1.85E-04
34624	1.88E-04
34636	1.89E-04
34648	1.89E-04
34660	1.89E-04
34672	1.89E-04
34684	1.89E-04
34696	1.88E-04
34708	1.86E-04
34720	1.85E-04
34732	1.82E-04
34744	1.80E-04
34756	1.77E-04
34768	1.74E-04
34780	1.73E-04
34792	1.72E-04
34804	1.70E-04
34816	1.70E-04
34828	1.70E-04
34840	1.69E-04
34852	1.70E-04
34864	1.70E-04
34876	1.70E-04
34888	1.71E-04
34900	1.69E-04
34912	1.67E-04
34924	1.66E-04
34936	1.64E-04
34948	1.63E-04
34960	1.63E-04
34972	1.60E-04
34984	1.58E-04
34996	1.58E-04
35008	1.56E-04
35020	1.57E-04
35032	1.57E-04
35044	1.54E-04
35056	1.53E-04
35068	1.52E-04
35080	1.49E-04
35092	1.50E-04
35104	1.50E-04
35116	1.48E-04
35128	1.48E-04
35140	1.46E-04
35152	1.44E-04
35164	1.44E-04
35176	1.42E-04
35188	1.39E-04
35200	1.37E-04
35212	1.33E-04
35224	1.31E-04
35236	1.31E-04
35248	1.28E-04
35260	1.27E-04
35272	1.26E-04
35284	1.25E-04
35296	1.24E-04
35308	1.24E-04
35320	1.23E-04
35332	1.23E-04
35344	1.23E-04
35356	1.23E-04
35368	1.23E-04
35380	1.23E-04
35392	1.22E-04
35404	1.23E-04
35416	1.22E-04
35428	1.21E-04
35441	1.21E-04
35453	1.19E-04
35465	1.19E-04
35477	1.20E-04
35489	1.19E-04
35501	1.20E-04
35513	1.22E-04
35525	1.22E-04
35537	1.23E-04
35549	1.24E-04
35561	1.23E-04
35573	1.24E-04
35585	1.25E-04
35597	1.23E-04
35609	1.22E-04
35621	1.22E-04
35633	1.20E-04
35645	1.21E-04
35657	1.20E-04
35669	1.17E-04
35681	1.17E-04
35693	1.17E-04
35705	1.15E-04
35717	1.14E-04
35729	1.13E-04
35741	1.11E-04
35753	1.13E-04
35765	1.13E-04
35777	1.11E-04
35789	1.12E-04
35801	1.11E-04
35813	1.10E-04
35825	1.12E-04
35837	1.12E-04
35849	1.10E-04
35861	1.10E-04
35873	1.09E-04
35885	1.08E-04
35897	1.08E-04
35909	1.05E-04
35921	1.03E-04
35933	1.04E-04
35945	1.02E-04
35957	1.00E-04
35969	9.96E-05
35981	9.72E-05
35993	9.54E-05
36005	9.60E-05
36017	9.39E-05
36029	9.12E-05
36041	9.09E-05
36053	8.95E-05
36065	8.86E-05
36077	9.05E-05
36089	9.06E-05
36101	9.03E-05
36113	9.27E-05
36125	9.35E-05
36137	9.40E-05
36149	9.69E-05
36161	9.75E-05
36173	9.71E-05
36185	9.91E-05
36197	9.96E-05
36209	9.95E-05
36221	1.02E-04
36233	1.03E-04
36245	1.04E-04
36257	1.07E-04
36269	1.08E-04
36281	1.09E-04
36293	1.11E-04
36305	1.11E-04
36317	1.10E-04
36329	1.12E-04
36341	1.12E-04
36353	1.11E-04
36365	1.12E-04
36377	1.13E-04
36389	1.13E-04
36401	1.16E-04
36413	1.18E-04
36425	1.19E-04
36437	1.22E-04
36449	1.24E-04
36461	1.24E-04
36473	1.25E-04
36485	1.26E-04
36497	1.25E-04
36509	1.26E-04
36521	1.27E-04
36533	1.27E-04
36545	1.27E-04
36557	1.29E-04
36569	1.29E-04
36581	1.30E-04
36593	1.32E-04
36605	1.31E-04
36617	1.30E-04
36629	1.31E-04
36641	1.30E-04
36653	1.30E-04
36665	1.31E-04
36677	1.31E-04
36690	1.31E-04
36702	1.33E-04
36714	1.33E-04
36726	1.32E-04
36738	1.34E-04
36750	1.33E-04
36762	1.31E-04
36774	1.32E-04
36786	1.31E-04
36798	1.29E-04
36810	1.29E-04
36822	1.29E-04
36834	1.26E-04
36846	1.25E-04
36858	1.25E-04
36870	1.22E-04
36882	1.21E-04
36894	1.21E-04
36906	1.18E-04
36918	1.17E-04
36930	1.17E-04
36942	1.15E-04
36954	1.14E-04
36966	1.14E-04
36978	1.12E-04
36990	1.10E-04
37002	1.11E-04
37014	1.10E-04
37026	1.08E-04
37038	1.08E-04
37050	1.06E-04
37062	1.02E-04
37074	1.01E-04
37086	9.99E-05
37098	9.64E-05
37110	9.37E-05
37122	9.23E-05
37134	8.91E-05
37146	8.70E-05
37158	8.79E-05
37170	8.56E-05
37182	8.31E-05
37194	8.31E-05
37206	8.13E-05
37218	7.89E-05
37230	7.82E-05
37242	7.68E-05
37254	7.33E-05
37266	7.22E-05
37278	7.22E-05
37290	6.91E-05
37302	6.89E-05
37314	7.02E-05
37326	6.93E-05
37338	6.88E-05
37350	6.90E-05
37362	6.72E-05
37374	6.44E-05
37386	6.50E-05
37398	6.41E-05
37410	6.14E-05
37422	6.20E-05
37434	6.19E-05
37446	6.02E-05
37458	5.96E-05
37470	6.00E-05
37482	5.77E-05
37494	5.48E-05
37506	5.37E-05
37518	5.03E-05
37530	4.87E-05
37542	5.02E-05
37554	5.08E-05
37566	5.03E-05
37578	5.15E-05
37590	5.35E-05
37602	5.28E-05
37614	5.43E-05
37626	5.53E-05
37638	5.34E-05
37650	5.26E-05
37662	5.36E-05
37674	5.40E-05
37686	5.34E-05
37698	5.52E-05
37710	5.48E-05
37722	5.30E-05
37734	5.42E-05
37746	5.52E-05
37758	5.38E-05
37770	5.23E-05
37782	5.24E-05
37794	5.07E-05
37806	4.99E-05
37818	5.15E-05
37830	5.07E-05
37842	4.94E-05
37854	4.99E-05
37866	5.15E-05
37878	5.10E-05
37890	5.22E-05
37902	5.47E-05
37914	5.47E-05
37927	5.62E-05
37939	5.89E-05
37951	6.00E-05
37963	5.90E-05
37975	6.05E-05
37987	6.22E-05
37999	6.13E-05
38011	6.20E-05
38023	6.21E-05
38035	6.03E-05
38047	5.86E-05
38059	6.07E-05
38071	6.16E-05
38083	6.14E-05
38095	6.34E-05
38107	6.47E-05
38119	6.51E-05
38131	6.69E-05
38143	7.08E-05
38155	7.09E-05
38167	7.04E-05
38179	7.15E-05
38191	7.18E-05
38203	7.17E-05
38215	7.33E-05
38227	7.65E-05
38239	7.63E-05
38251	7.74E-05
38263	7.92E-05
38275	7.91E-05
38287	7.83E-05
38299	7.92E-05
38311	7.98E-05
38323	7.77E-05
38335	7.90E-05
38347	8.16E-05
38359	8.32E-05
38371	8.44E-05
38383	8.68E-05
38395	8.65E-05
38407	8.38E-05
38419	8.30E-05
38431	8.18E-05
38443	7.94E-05
38455	7.77E-05
38467	7.84E-05
38479	7.64E-05
38491	7.48E-05
38503	7.55E-05
38515	7.59E-05
38527	7.43E-05
38539	7.33E-05
38551	7.36E-05
38563	7.12E-05
38575	6.98E-05
38587	6.98E-05
38599	6.97E-05
38611	6.74E-05
38623	6.73E-05
38635	6.74E-05
38647	6.50E-05
38659	6.28E-05
38671	6.21E-05
38683	6.10E-05
38695	5.80E-05
38707	5.75E-05
38719	5.67E-05
38731	5.48E-05
38743	5.33E-05
38755	5.40E-05
38767	5.31E-05
38779	5.13E-05
38791	5.14E-05
38803	5.13E-05
38815	4.92E-05
38827	4.71E-05
38839	4.76E-05
38851	4.68E-05
38863	4.63E-05
38875	4.70E-05
38887	4.87E-05
38899	4.80E-05
38911	4.87E-05
38923	5.05E-05
38935	5.06E-05
38947	4.97E-05
38959	5.07E-05
38971	5.26E-05
38983	5.21E-05
38995	5.29E-05
39007	5.49E-05
39019	5.71E-05
39031	5.78E-05
39043	6.02E-05
39055	6.12E-05
39067	6.04E-05
39079	5.96E-05
39091	6.07E-05
39103	6.03E-05
39115	5.83E-05
39127	5.79E-05
39139	5.77E-05
39151	5.61E-05
39163	5.44E-05
39176	5.49E-05
39188	5.42E-05
39200	5.32E-05
39212	5.36E-05
39224	5.52E-05
39236	5.45E-05
39248	5.39E-05
39260	5.44E-05
39272	5.48E-05
39284	5.30E-05
39296	5.17E-05
39308	5.05E-05
39320	4.76E-05
39332	4.50E-05
39344	4.42E-05
39356	4.41E-05
39368	4.29E-05
39380	4.32E-05
39392	4.43E-05
39404	4.41E-05
39416	4.26E-05
39428	4.29E-05
39440	4.35E-05
39452	4.28E-05
39464	4.08E-05
39476	3.97E-05
39488	3.74E-05
39500	3.49E-05
39512	3.39E-05
39524	3.39E-05
39536	3.17E-05
39548	2.92E-05
39560	2.84E-05
39572	2.85E-05
39584	2.74E-05
39596	2.72E-05
39608	2.83E-05
39620	2.83E-05
39632	2.80E-05
39644	2.80E-05
39656	2.81E-05
39668	2.55E-05
39680	2.39E-05
39692	2.30E-05
39704	2.16E-05
39716	1.86E-05
39728	1.70E-05
39740	1.71E-05
39752	1.75E-05
39764	1.75E-05
39776	1.82E-05
39788	1.95E-05
39800	1.98E-05
39812	2.01E-05
39824	2.09E-05
39836	2.08E-05
39848	1.93E-05
39860	1.87E-05
39872	1.87E-05
39884	1.69E-05
39896	1.47E-05
