# F115W
# photon
# Angstroems	Transmission JWST/NIRCam/F115W
12390	9.61E-01
12400	9.65E-01
12410	9.66E-01
12420	9.69E-01
12430	9.70E-01
12440	9.73E-01
12450	9.75E-01
12460	9.78E-01
12470	9.77E-01
12480	9.77E-01
12490	9.79E-01
12500	9.77E-01
12510	9.79E-01
12520	9.80E-01
12530	9.81E-01
12540	9.78E-01
12550	9.74E-01
12560	9.73E-01
12570	9.77E-01
12580	9.77E-01
12590	9.79E-01
12600	9.79E-01
12610	9.81E-01
12620	9.83E-01
12630	9.82E-01
12640	9.80E-01
12650	9.81E-01
12660	9.79E-01
12670	9.79E-01
12680	9.76E-01
12690	9.72E-01
12700	9.65E-01
12710	9.54E-01
12720	9.38E-01
12730	9.18E-01
12740	8.93E-01
12750	8.59E-01
12760	8.17E-01
12770	7.66E-01
12780	7.06E-01
12790	6.38E-01
12800	5.66E-01
12810	4.97E-01
12820	4.33E-01
12830	3.78E-01
12840	3.31E-01
12850	2.90E-01
12860	2.50E-01
12870	2.16E-01
12880	1.86E-01
12890	1.62E-01
12900	1.42E-01
12910	1.25E-01
12920	1.09E-01
12930	9.64E-02
12940	8.52E-02
12950	7.56E-02
12960	6.59E-02
12970	5.66E-02
12980	4.73E-02
12990	3.92E-02
13000	3.23E-02
13010	2.65E-02
13020	2.17E-02
13030	1.77E-02
13040	1.46E-02
13050	1.19E-02
13060	9.82E-03
13070	8.06E-03
13080	6.67E-03
13090	5.55E-03
13100	4.63E-03
13110	3.86E-03
13120	3.23E-03
13130	2.72E-03
13140	2.30E-03
13150	1.95E-03
13160	1.65E-03
13170	1.41E-03
13180	1.21E-03
13190	1.04E-03
13200	8.91E-04
13210	7.70E-04
13220	6.69E-04
13230	5.83E-04
13240	5.09E-04
13250	4.45E-04
13260	3.90E-04
13270	3.45E-04
13280	3.04E-04
13290	2.68E-04
13300	2.37E-04
13310	2.11E-04
13320	1.89E-04
13330	1.67E-04
13340	1.49E-04
13350	1.33E-04
13360	1.20E-04
13370	1.09E-04
13380	9.78E-05
13390	8.74E-05
13400	7.91E-05
13410	7.24E-05
13420	6.79E-05
13430	6.27E-05
13440	5.75E-05
13450	5.18E-05
13460	4.71E-05
13470	4.31E-05
13480	3.97E-05
13490	3.47E-05
13500	3.24E-05
13510	3.12E-05
13520	2.83E-05
13530	2.62E-05
13540	2.23E-05
13550	2.34E-05
13560	2.15E-05
13570	2.01E-05
13580	1.98E-05
13590	1.79E-05
13600	1.64E-05
13610	1.46E-05
13620	1.40E-05
13630	1.56E-05
13640	1.34E-05
13650	1.38E-05
13660	1.11E-05
13670	1.18E-05
13680	1.14E-05
13690	1.23E-05
13700	1.13E-05
13710	1.16E-05
13720	1.15E-05
13730	1.20E-05
13740	1.15E-05
13750	1.02E-05
13760	1.11E-05
13770	1.09E-05
13780	1.13E-05
13790	9.74E-06
13800	8.04E-06
13810	9.81E-06
13820	1.02E-05
13830	1.17E-05
