# F115W
# photon
# Angstroems	Transmission JWST/NIRCam/F115W
9680	1.08E-05
9690	1.30E-05
9700	1.55E-05
9710	1.84E-05
9720	2.14E-05
9730	2.44E-05
9740	2.71E-05
9750	2.98E-05
9760	3.26E-05
9770	3.61E-05
9780	4.05E-05
9790	4.65E-05
9800	5.45E-05
9810	6.54E-05
9820	8.02E-05
9830	9.97E-05
9840	1.25E-04
9850	1.57E-04
9860	1.96E-04
9870	2.43E-04
9880	2.98E-04
9890	3.60E-04
9900	4.31E-04
9910	5.10E-04
9920	5.99E-04
9930	7.01E-04
9940	8.20E-04
9950	9.61E-04
9960	1.14E-03
9970	1.36E-03
9980	4.59E-02
9990	9.50E-02
10000	1.50E-01
10010	1.68E-01
10020	1.90E-01
10030	2.12E-01
10040	2.38E-01
10050	2.67E-01
10060	3.06E-01
10070	3.49E-01
10080	3.96E-01
10090	4.46E-01
10100	4.94E-01
10110	5.44E-01
10120	5.90E-01
10130	6.37E-01
10140	6.77E-01
10150	7.10E-01
10160	7.31E-01
10170	7.46E-01
10180	7.51E-01
10190	7.53E-01
10200	7.50E-01
10210	7.51E-01
10220	7.48E-01
10230	7.48E-01
10240	7.46E-01
10250	7.48E-01
10260	7.50E-01
10270	7.51E-01
10280	7.54E-01
10290	7.57E-01
10300	7.61E-01
10310	7.63E-01
10320	7.69E-01
10330	7.75E-01
10340	7.86E-01
10350	7.92E-01
10360	7.97E-01
10370	7.97E-01
10380	8.06E-01
10390	8.09E-01
10400	8.14E-01
10410	8.13E-01
10420	8.19E-01
10430	8.19E-01
10440	8.20E-01
10450	8.21E-01
10460	8.24E-01
10470	8.28E-01
10480	8.30E-01
10490	8.33E-01
10500	8.36E-01
10510	8.40E-01
10520	8.42E-01
10530	8.44E-01
10540	8.47E-01
10550	8.46E-01
10560	8.48E-01
10570	8.47E-01
10580	8.46E-01
10590	8.44E-01
10600	8.40E-01
10610	8.37E-01
10620	8.32E-01
10630	8.26E-01
10640	8.24E-01
10650	8.20E-01
10660	8.15E-01
10670	8.07E-01
10680	8.03E-01
10690	7.95E-01
10700	7.88E-01
10710	7.84E-01
10720	7.81E-01
10730	7.77E-01
10740	7.70E-01
10750	7.64E-01
10760	7.61E-01
10770	7.57E-01
10780	7.56E-01
10790	7.53E-01
10800	7.53E-01
10810	7.53E-01
10820	7.53E-01
10830	7.52E-01
10840	7.53E-01
10850	7.55E-01
10860	7.59E-01
10870	7.59E-01
10880	7.62E-01
10890	7.65E-01
10900	7.69E-01
10910	7.73E-01
10920	7.78E-01
10930	7.83E-01
10940	7.88E-01
10950	7.93E-01
10960	7.95E-01
10970	8.02E-01
10980	8.09E-01
10990	8.15E-01
11000	8.14E-01
11010	8.14E-01
11020	8.17E-01
11030	8.20E-01
11040	8.21E-01
11050	8.23E-01
11060	8.22E-01
11070	8.23E-01
11080	8.20E-01
11090	8.17E-01
11100	8.18E-01
11110	8.18E-01
11120	8.18E-01
11130	8.16E-01
11140	8.16E-01
11150	8.18E-01
11160	8.15E-01
11170	8.14E-01
11180	8.12E-01
11190	8.13E-01
11200	8.14E-01
11210	8.12E-01
11220	8.10E-01
11230	8.08E-01
11240	8.09E-01
11250	8.08E-01
11260	8.10E-01
11270	8.11E-01
11280	8.13E-01
11290	8.12E-01
11300	8.13E-01
11310	8.12E-01
11320	8.16E-01
11330	8.17E-01
11340	8.19E-01
11350	8.19E-01
11360	8.21E-01
11370	8.24E-01
11380	8.25E-01
11390	8.27E-01
11400	8.27E-01
11410	8.30E-01
11420	8.34E-01
11430	8.39E-01
11440	8.45E-01
11450	8.51E-01
11460	8.55E-01
11470	8.58E-01
11480	8.62E-01
11490	8.68E-01
11500	8.73E-01
11510	8.78E-01
11520	8.83E-01
11530	8.86E-01
11540	8.90E-01
11550	8.93E-01
11560	8.98E-01
11570	9.01E-01
11580	9.04E-01
11590	9.07E-01
11600	9.08E-01
11610	9.12E-01
11620	9.14E-01
11630	9.18E-01
11640	9.19E-01
11650	9.20E-01
11660	9.23E-01
11670	9.25E-01
11680	9.27E-01
11690	9.27E-01
11700	9.26E-01
11710	9.27E-01
11720	9.28E-01
11730	9.29E-01
11740	9.30E-01
11750	9.31E-01
11760	9.29E-01
11770	9.30E-01
11780	9.29E-01
11790	9.26E-01
11800	9.24E-01
11810	9.26E-01
11820	9.28E-01
11830	9.27E-01
11840	9.25E-01
11850	9.24E-01
11860	9.24E-01
11870	9.23E-01
11880	9.22E-01
11890	9.22E-01
11900	9.23E-01
11910	9.23E-01
11920	9.22E-01
11930	9.21E-01
11940	9.18E-01
11950	9.17E-01
11960	9.14E-01
11970	9.13E-01
11980	9.11E-01
11990	9.09E-01
12000	9.07E-01
12010	9.07E-01
12020	9.05E-01
12030	9.04E-01
12040	9.04E-01
12050	9.04E-01
12060	9.01E-01
12070	8.99E-01
12080	8.98E-01
12090	9.01E-01
12100	8.99E-01
12110	8.99E-01
12120	8.97E-01
12130	9.00E-01
12140	9.00E-01
12150	9.01E-01
12160	8.98E-01
12170	9.01E-01
12180	9.02E-01
12190	9.05E-01
12200	9.06E-01
12210	9.07E-01
12220	9.10E-01
12230	9.12E-01
12240	9.16E-01
12250	9.17E-01
12260	9.20E-01
12270	9.23E-01
12280	9.25E-01
12290	9.27E-01
12300	9.32E-01
12310	9.36E-01
12320	9.42E-01
12330	9.44E-01
12340	9.48E-01
12350	9.52E-01
12360	9.56E-01
12370	9.58E-01
12380	9.61E-01
