# F444W
# photon
# Angstroems	Transmission JWST/NIRCam/F444W
33011	1.01E-05
33024	1.08E-05
33038	1.06E-05
33051	1.08E-05
33065	1.12E-05
33078	1.20E-05
33092	1.27E-05
33105	1.28E-05
33119	1.26E-05
33132	1.23E-05
33146	1.28E-05
33159	1.28E-05
33173	1.30E-05
33186	1.30E-05
33200	1.31E-05
33213	1.29E-05
33227	1.25E-05
33240	1.21E-05
33254	1.14E-05
33267	1.08E-05
33281	9.44E-06
33294	8.37E-06
33308	8.22E-06
33321	8.97E-06
33335	9.94E-06
33348	1.10E-05
33362	1.29E-05
33375	1.39E-05
33389	1.49E-05
33402	1.53E-05
33416	1.48E-05
33429	1.40E-05
33443	1.29E-05
33456	1.19E-05
33470	1.03E-05
33484	1.09E-05
33497	1.18E-05
33511	1.29E-05
33524	1.37E-05
33538	1.42E-05
33551	1.53E-05
33565	1.64E-05
33578	1.79E-05
33592	1.81E-05
33605	1.80E-05
33619	1.71E-05
33632	1.61E-05
33646	1.56E-05
33659	1.52E-05
33673	1.51E-05
33686	1.43E-05
33700	1.38E-05
33713	1.29E-05
33727	1.24E-05
33740	1.32E-05
33754	1.42E-05
33767	1.52E-05
33781	1.50E-05
33794	1.48E-05
33808	1.49E-05
33821	1.58E-05
33835	1.68E-05
33848	1.66E-05
33862	1.56E-05
33875	1.35E-05
33889	1.22E-05
33902	1.10E-05
33916	9.24E-06
33929	8.95E-06
33943	9.53E-06
33956	1.02E-05
33970	1.01E-05
33983	1.03E-05
33997	1.12E-05
34010	1.30E-05
34024	1.54E-05
34038	1.62E-05
34051	1.64E-05
34065	1.62E-05
34078	1.63E-05
34092	1.73E-05
34105	1.79E-05
34119	1.79E-05
34132	1.76E-05
34146	1.69E-05
34159	1.54E-05
34173	1.43E-05
34186	1.42E-05
34200	1.32E-05
34213	1.17E-05
34227	1.08E-05
34240	1.03E-05
34254	9.67E-06
34267	9.86E-06
34281	1.08E-05
34294	1.13E-05
34308	1.26E-05
34321	1.39E-05
34335	1.39E-05
34348	1.40E-05
34362	1.48E-05
34375	1.55E-05
34389	1.59E-05
34402	1.66E-05
34416	1.73E-05
34429	1.77E-05
34443	1.85E-05
34456	1.90E-05
34470	1.93E-05
34483	1.97E-05
34497	2.03E-05
34510	2.11E-05
34524	2.05E-05
34537	1.93E-05
34551	1.78E-05
34565	1.64E-05
34578	1.56E-05
34592	1.47E-05
34605	1.39E-05
34619	1.30E-05
34632	1.27E-05
34646	1.33E-05
34659	1.51E-05
34673	1.76E-05
34686	1.88E-05
34700	1.90E-05
34713	1.94E-05
34727	2.00E-05
34740	2.10E-05
34754	2.16E-05
34767	2.12E-05
34781	1.99E-05
34794	1.90E-05
34808	1.88E-05
34821	1.85E-05
34835	1.79E-05
34848	1.73E-05
34862	1.67E-05
34875	1.62E-05
34889	1.61E-05
34902	1.64E-05
34916	1.71E-05
34929	1.68E-05
34943	1.61E-05
34956	1.60E-05
34970	1.65E-05
34983	1.75E-05
34997	1.73E-05
35010	1.72E-05
35024	1.78E-05
35037	1.91E-05
35051	2.06E-05
35064	2.14E-05
35078	2.22E-05
35091	2.29E-05
35105	2.35E-05
35119	2.37E-05
35132	2.30E-05
35146	2.24E-05
35159	2.17E-05
35173	2.12E-05
35186	2.06E-05
35200	1.96E-05
35213	1.90E-05
35227	1.89E-05
35240	1.92E-05
35254	1.94E-05
35267	1.92E-05
35281	1.94E-05
35294	2.00E-05
35308	2.07E-05
35321	2.17E-05
35335	2.25E-05
35348	2.24E-05
35362	2.23E-05
35375	2.31E-05
35389	2.40E-05
35402	2.47E-05
35416	2.54E-05
35429	2.61E-05
35443	2.67E-05
35456	2.73E-05
35470	2.78E-05
35483	2.84E-05
35497	2.89E-05
35510	2.90E-05
35524	2.94E-05
35537	3.02E-05
35551	3.12E-05
35564	3.24E-05
35578	3.34E-05
35591	3.37E-05
35605	3.35E-05
35618	3.33E-05
35632	3.35E-05
35645	3.39E-05
35659	3.40E-05
35673	3.42E-05
35686	3.45E-05
35700	3.47E-05
35713	3.50E-05
35727	3.48E-05
35740	3.39E-05
35754	3.23E-05
35767	3.12E-05
35781	3.11E-05
35794	3.09E-05
35808	3.05E-05
35821	3.02E-05
35835	3.01E-05
35848	3.04E-05
35862	3.02E-05
35875	2.91E-05
35889	2.72E-05
35902	2.60E-05
35916	2.56E-05
35929	2.56E-05
35943	2.56E-05
35956	2.57E-05
35970	2.61E-05
35983	2.72E-05
35997	2.91E-05
36010	3.12E-05
36024	3.27E-05
36037	3.33E-05
36051	3.35E-05
36064	3.39E-05
36078	3.48E-05
36091	3.54E-05
36105	3.48E-05
36118	3.37E-05
36132	3.31E-05
36145	3.34E-05
36159	3.42E-05
36172	3.45E-05
36186	3.41E-05
36199	3.42E-05
36213	3.53E-05
36227	3.66E-05
36240	3.71E-05
36254	3.68E-05
36267	3.61E-05
36281	3.59E-05
36294	3.64E-05
36308	3.62E-05
36321	3.49E-05
36335	3.31E-05
36348	3.15E-05
36362	3.06E-05
36375	3.04E-05
36389	2.97E-05
36402	2.85E-05
36416	2.76E-05
36429	2.75E-05
36443	2.81E-05
36456	2.90E-05
36470	2.96E-05
36483	3.04E-05
36497	3.19E-05
36510	3.40E-05
36524	3.60E-05
36537	3.70E-05
36551	3.74E-05
36564	3.72E-05
36578	3.70E-05
36591	3.70E-05
36605	3.63E-05
36618	3.49E-05
36632	3.39E-05
36645	3.36E-05
36659	3.43E-05
36672	3.55E-05
36686	3.63E-05
36699	3.72E-05
36713	3.82E-05
36726	3.92E-05
36740	4.03E-05
36753	4.16E-05
36767	4.31E-05
36781	4.50E-05
36794	4.64E-05
36808	4.78E-05
36821	4.95E-05
36835	5.11E-05
36848	5.30E-05
36862	5.51E-05
36875	5.69E-05
36889	5.91E-05
36902	6.22E-05
36916	6.56E-05
36929	6.92E-05
36943	7.27E-05
36956	7.60E-05
36970	8.03E-05
36983	8.60E-05
36997	9.26E-05
37010	9.90E-05
37024	1.05E-04
37037	1.12E-04
37051	1.20E-04
37064	1.30E-04
37078	1.40E-04
37091	1.49E-04
37105	1.59E-04
37118	1.72E-04
37132	1.87E-04
37145	2.04E-04
37159	2.21E-04
37172	2.39E-04
37186	2.59E-04
37199	2.81E-04
37213	3.04E-04
37226	3.29E-04
37240	3.56E-04
37253	3.84E-04
37267	4.16E-04
37280	4.51E-04
37294	4.88E-04
37308	5.27E-04
37321	5.69E-04
37335	6.13E-04
37348	6.60E-04
37362	7.11E-04
37375	7.65E-04
37389	8.23E-04
37402	8.84E-04
37416	9.49E-04
37429	1.02E-03
37443	1.09E-03
37456	1.17E-03
37470	1.25E-03
37483	1.34E-03
37497	1.43E-03
37510	1.53E-03
37524	1.62E-03
37537	1.73E-03
37551	1.83E-03
37564	1.94E-03
37578	2.06E-03
37591	2.18E-03
37605	2.30E-03
37618	2.43E-03
37632	2.57E-03
37645	2.70E-03
37659	2.85E-03
37672	3.00E-03
37686	3.15E-03
37699	3.30E-03
37713	3.46E-03
37726	3.63E-03
37740	3.80E-03
37753	3.98E-03
37767	4.16E-03
37780	4.35E-03
37794	4.55E-03
37807	4.76E-03
37821	4.98E-03
37834	5.20E-03
37848	5.43E-03
37862	5.67E-03
37875	5.93E-03
37889	6.20E-03
37902	6.48E-03
37916	6.77E-03
37929	7.09E-03
37943	7.42E-03
37956	7.78E-03
37970	8.15E-03
37983	8.56E-03
37997	8.98E-03
38010	9.44E-03
38024	9.93E-03
38037	1.05E-02
38051	1.10E-02
38064	1.16E-02
38078	1.23E-02
38091	1.30E-02
38105	1.37E-02
38118	1.45E-02
38132	1.54E-02
38145	1.63E-02
38159	1.73E-02
38172	1.84E-02
38186	1.96E-02
38199	2.09E-02
38213	2.23E-02
38226	2.38E-02
38240	2.55E-02
38253	2.73E-02
38267	2.92E-02
38280	3.14E-02
38294	3.37E-02
38307	3.62E-02
38321	3.90E-02
38334	4.21E-02
38348	4.54E-02
38361	4.90E-02
38375	5.30E-02
38388	5.74E-02
38402	6.22E-02
38416	6.74E-02
38429	7.31E-02
38443	7.94E-02
38456	8.63E-02
38470	9.38E-02
38483	1.02E-01
38497	1.11E-01
38510	1.21E-01
38524	1.31E-01
38537	1.43E-01
38551	1.56E-01
38564	1.69E-01
38578	1.84E-01
38591	1.99E-01
38605	2.16E-01
38618	2.34E-01
38632	2.53E-01
38645	2.73E-01
38659	2.94E-01
38672	3.15E-01
38686	3.38E-01
38699	3.61E-01
38713	3.85E-01
38726	4.08E-01
38740	4.33E-01
38753	4.56E-01
38767	4.80E-01
38780	5.03E-01
38794	5.26E-01
38807	5.48E-01
38821	5.69E-01
38834	5.89E-01
38848	6.08E-01
38861	6.25E-01
38875	6.42E-01
38888	6.57E-01
38902	6.72E-01
38915	6.85E-01
38929	6.97E-01
38942	7.08E-01
38956	7.19E-01
38970	7.28E-01
38983	7.37E-01
38997	7.45E-01
39010	7.52E-01
39024	7.59E-01
39037	7.66E-01
39051	7.72E-01
39064	7.77E-01
39078	7.82E-01
39091	7.87E-01
39105	7.92E-01
39118	7.96E-01
39132	8.00E-01
39145	8.04E-01
39159	8.07E-01
39172	8.11E-01
39186	8.14E-01
39199	8.17E-01
39213	8.20E-01
39226	8.22E-01
39240	8.25E-01
39253	8.27E-01
39267	8.29E-01
39280	8.32E-01
39294	8.33E-01
39307	8.35E-01
39321	8.37E-01
39334	8.38E-01
39348	8.40E-01
39361	8.41E-01
39375	8.42E-01
39388	8.43E-01
39402	8.44E-01
39415	8.45E-01
39429	8.45E-01
39442	8.46E-01
39456	8.47E-01
39469	8.47E-01
39483	8.48E-01
39496	8.48E-01
39510	8.48E-01
39524	8.48E-01
39537	8.49E-01
39551	8.49E-01
39564	8.49E-01
39578	8.49E-01
39591	8.50E-01
39605	8.50E-01
39618	8.50E-01
39632	8.50E-01
39645	8.50E-01
39659	8.50E-01
39672	8.51E-01
39686	8.51E-01
39699	8.51E-01
39713	8.51E-01
39726	8.51E-01
39740	8.52E-01
39753	8.52E-01
39767	8.52E-01
39780	8.52E-01
39794	8.53E-01
39807	8.53E-01
39821	8.53E-01
39834	8.54E-01
39848	8.54E-01
39861	8.54E-01
39875	8.55E-01
39888	8.55E-01
39902	8.55E-01
39915	8.56E-01
39929	8.56E-01
39942	8.56E-01
39956	8.57E-01
39969	8.57E-01
39983	8.57E-01
39996	8.58E-01
40010	8.58E-01
40023	8.58E-01
40037	8.58E-01
40050	8.59E-01
40064	8.59E-01
40078	8.59E-01
40091	8.59E-01
40105	8.60E-01
40118	8.60E-01
40132	8.60E-01
40145	8.60E-01
40159	8.60E-01
40172	8.60E-01
40186	8.61E-01
40199	8.61E-01
40213	8.61E-01
40226	8.61E-01
40240	8.61E-01
40253	8.61E-01
40267	8.61E-01
40280	8.61E-01
40294	8.61E-01
40307	8.62E-01
40321	8.62E-01
40334	8.62E-01
40348	8.62E-01
40361	8.62E-01
40375	8.62E-01
40388	8.62E-01
40402	8.62E-01
40415	8.62E-01
40429	8.62E-01
40442	8.62E-01
40456	8.62E-01
40469	8.62E-01
40483	8.62E-01
40496	8.62E-01
40510	8.62E-01
40523	8.62E-01
40537	8.62E-01
40550	8.62E-01
40564	8.62E-01
40577	8.62E-01
40591	8.62E-01
40605	8.62E-01
40618	8.63E-01
40632	8.63E-01
40645	8.63E-01
40659	8.63E-01
40672	8.63E-01
40686	8.63E-01
40699	8.63E-01
40713	8.63E-01
40726	8.63E-01
40740	8.63E-01
40753	8.64E-01
40767	8.64E-01
40780	8.64E-01
40794	8.64E-01
40807	8.64E-01
40821	8.65E-01
40834	8.65E-01
40848	8.65E-01
40861	8.65E-01
40875	8.65E-01
40888	8.66E-01
40902	8.66E-01
40915	8.66E-01
40929	8.66E-01
40942	8.66E-01
40956	8.67E-01
40969	8.67E-01
40983	8.67E-01
40996	8.67E-01
41010	8.67E-01
41023	8.68E-01
41037	8.68E-01
41050	8.68E-01
41064	8.68E-01
41077	8.68E-01
41091	8.69E-01
41104	8.69E-01
41118	8.69E-01
41131	8.69E-01
41145	8.69E-01
41159	8.69E-01
41172	8.70E-01
41186	8.70E-01
41199	8.70E-01
41213	8.70E-01
41226	8.70E-01
41240	8.70E-01
41253	8.70E-01
41267	8.70E-01
41280	8.70E-01
41294	8.70E-01
41307	8.70E-01
41321	8.70E-01
41334	8.70E-01
41348	8.70E-01
41361	8.70E-01
41375	8.70E-01
41388	8.70E-01
41402	8.70E-01
41415	8.69E-01
41429	8.69E-01
41442	8.69E-01
41456	8.69E-01
41469	8.69E-01
41483	8.69E-01
41496	8.68E-01
41510	8.68E-01
41523	8.68E-01
41537	8.68E-01
41550	8.68E-01
41564	8.67E-01
41577	8.67E-01
41591	8.67E-01
41604	8.67E-01
41618	8.67E-01
41631	8.66E-01
41645	8.66E-01
41658	8.66E-01
41672	8.66E-01
41685	8.66E-01
41699	8.66E-01
41713	8.65E-01
41726	8.65E-01
41740	8.65E-01
41753	8.65E-01
41767	8.65E-01
41780	8.65E-01
41794	8.65E-01
41807	8.65E-01
41821	8.65E-01
41834	8.65E-01
41848	8.65E-01
41861	8.65E-01
41875	8.65E-01
41888	8.65E-01
41902	8.65E-01
41915	8.65E-01
41929	8.65E-01
41942	8.65E-01
41956	8.65E-01
41969	8.65E-01
41983	8.65E-01
41996	8.65E-01
42010	8.65E-01
42023	8.65E-01
42037	8.66E-01
42050	8.66E-01
42064	8.66E-01
42077	8.66E-01
42091	8.66E-01
42104	8.66E-01
42118	8.67E-01
42131	8.67E-01
42145	8.67E-01
42158	8.67E-01
42172	8.67E-01
42185	8.68E-01
42199	8.68E-01
42212	8.68E-01
42226	8.68E-01
42239	8.68E-01
42253	8.68E-01
42267	8.68E-01
42280	8.68E-01
42294	8.69E-01
42307	8.69E-01
42321	8.69E-01
42334	8.69E-01
42348	8.69E-01
42361	8.68E-01
42375	8.68E-01
42388	8.68E-01
42402	8.68E-01
42415	8.68E-01
42429	8.68E-01
42442	8.68E-01
42456	8.67E-01
42469	8.67E-01
42483	8.67E-01
42496	8.67E-01
42510	8.67E-01
42523	8.66E-01
42537	8.66E-01
42550	8.66E-01
42564	8.65E-01
42577	8.65E-01
42591	8.65E-01
42604	8.65E-01
42618	8.65E-01
42631	8.64E-01
42645	8.64E-01
42658	8.64E-01
42672	8.64E-01
42685	8.63E-01
42699	8.63E-01
42712	8.63E-01
42726	8.63E-01
42739	8.62E-01
42753	8.62E-01
42766	8.62E-01
42780	8.62E-01
42793	8.61E-01
42807	8.61E-01
42821	8.61E-01
42834	8.61E-01
42848	8.60E-01
42861	8.60E-01
42875	8.60E-01
42888	8.60E-01
42902	8.60E-01
42915	8.59E-01
42929	8.59E-01
42942	8.59E-01
42956	8.59E-01
42969	8.59E-01
42983	8.59E-01
42996	8.59E-01
43010	8.59E-01
43023	8.59E-01
43037	8.59E-01
43050	8.59E-01
43064	8.59E-01
43077	8.59E-01
43091	8.59E-01
43104	8.59E-01
43118	8.59E-01
43131	8.59E-01
43145	8.59E-01
43158	8.59E-01
43172	8.59E-01
43185	8.59E-01
43199	8.59E-01
43212	8.59E-01
43226	8.59E-01
43239	8.60E-01
43253	8.60E-01
43266	8.60E-01
43280	8.60E-01
43293	8.60E-01
43307	8.60E-01
43320	8.61E-01
43334	8.61E-01
43348	8.61E-01
43361	8.61E-01
43375	8.61E-01
43388	8.61E-01
43402	8.62E-01
43415	8.62E-01
43429	8.62E-01
43442	8.62E-01
43456	8.62E-01
43469	8.62E-01
43483	8.62E-01
43496	8.62E-01
43510	8.62E-01
43523	8.62E-01
43537	8.62E-01
43550	8.62E-01
43564	8.62E-01
43577	8.62E-01
43591	8.62E-01
43604	8.62E-01
43618	8.62E-01
43631	8.62E-01
43645	8.61E-01
43658	8.61E-01
43672	8.61E-01
43685	8.61E-01
43699	8.60E-01
43712	8.60E-01
43726	8.60E-01
43739	8.59E-01
43753	8.59E-01
43766	8.58E-01
43780	8.58E-01
43793	8.58E-01
43807	8.57E-01
43820	8.57E-01
43834	8.56E-01
43847	8.56E-01
43861	8.55E-01
43874	8.55E-01
43888	8.54E-01
43902	8.54E-01
43915	8.53E-01
43929	8.53E-01
43942	8.52E-01
43956	8.52E-01
43969	8.51E-01
43983	8.51E-01
43996	8.51E-01
44010	8.50E-01
44023	8.50E-01
44037	8.49E-01
44050	8.49E-01
44064	8.49E-01
44077	8.48E-01
44091	8.48E-01
44104	8.48E-01
44118	8.48E-01
44131	8.47E-01
44145	8.47E-01
44158	8.47E-01
44172	8.47E-01
44185	8.47E-01
44199	8.46E-01
44212	8.46E-01
44226	8.46E-01
44239	8.46E-01
44253	8.46E-01
44266	8.46E-01
44280	8.46E-01
44293	8.46E-01
44307	8.46E-01
44320	8.46E-01
44334	8.46E-01
44347	8.46E-01
44361	8.46E-01
44374	8.46E-01
44388	8.46E-01
44401	8.46E-01
44415	8.46E-01
44428	8.46E-01
44442	8.46E-01
44456	8.46E-01
44469	8.46E-01
44483	8.46E-01
44496	8.46E-01
44510	8.47E-01
44523	8.47E-01
44537	8.47E-01
44550	8.47E-01
44564	8.47E-01
44577	8.47E-01
44591	8.47E-01
44604	8.47E-01
44618	8.47E-01
44631	8.48E-01
44645	8.48E-01
44658	8.48E-01
44672	8.48E-01
44685	8.48E-01
44699	8.48E-01
44712	8.48E-01
44726	8.48E-01
44739	8.48E-01
44753	8.48E-01
44766	8.48E-01
44780	8.48E-01
44793	8.49E-01
44807	8.49E-01
44820	8.49E-01
44834	8.49E-01
44847	8.49E-01
44861	8.49E-01
44874	8.49E-01
44888	8.49E-01
44901	8.49E-01
44915	8.49E-01
44928	8.49E-01
44942	8.49E-01
44955	8.49E-01
44969	8.49E-01
44982	8.49E-01
44996	8.49E-01
45010	8.48E-01
45023	8.48E-01
45037	8.48E-01
45050	8.48E-01
45064	8.48E-01
45077	8.48E-01
45091	8.48E-01
45104	8.48E-01
45118	8.48E-01
45131	8.47E-01
45145	8.47E-01
45158	8.47E-01
45172	8.47E-01
45185	8.47E-01
45199	8.47E-01
45212	8.47E-01
45226	8.46E-01
45239	8.46E-01
45253	8.46E-01
45266	8.46E-01
45280	8.46E-01
45293	8.45E-01
45307	8.45E-01
45320	8.45E-01
45334	8.45E-01
45347	8.45E-01
45361	8.45E-01
45374	8.44E-01
45388	8.44E-01
45401	8.44E-01
45415	8.44E-01
45428	8.44E-01
45442	8.43E-01
45455	8.43E-01
45469	8.43E-01
45482	8.43E-01
45496	8.43E-01
45509	8.42E-01
45523	8.42E-01
45536	8.42E-01
45550	8.42E-01
45564	8.42E-01
45577	8.41E-01
45591	8.41E-01
45604	8.41E-01
45618	8.41E-01
45631	8.41E-01
45645	8.41E-01
45658	8.40E-01
45672	8.40E-01
45685	8.40E-01
45699	8.40E-01
45712	8.40E-01
45726	8.40E-01
45739	8.39E-01
45753	8.39E-01
45766	8.39E-01
45780	8.39E-01
45793	8.39E-01
45807	8.39E-01
45820	8.39E-01
45834	8.38E-01
45847	8.38E-01
45861	8.38E-01
45874	8.38E-01
45888	8.38E-01
45901	8.37E-01
45915	8.37E-01
45928	8.37E-01
45942	8.37E-01
45955	8.37E-01
45969	8.36E-01
45982	8.36E-01
45996	8.36E-01
46009	8.36E-01
46023	8.35E-01
46036	8.35E-01
46050	8.35E-01
46063	8.34E-01
46077	8.34E-01
46091	8.34E-01
46104	8.34E-01
46118	8.33E-01
46131	8.33E-01
46145	8.32E-01
46158	8.32E-01
46172	8.32E-01
46185	8.31E-01
46199	8.31E-01
46212	8.30E-01
46226	8.30E-01
46239	8.29E-01
46253	8.29E-01
46266	8.28E-01
46280	8.28E-01
46293	8.27E-01
46307	8.27E-01
46320	8.26E-01
46334	8.26E-01
46347	8.25E-01
46361	8.25E-01
46374	8.24E-01
46388	8.24E-01
46401	8.23E-01
46415	8.22E-01
46428	8.22E-01
46442	8.21E-01
46455	8.21E-01
46469	8.20E-01
46482	8.19E-01
46496	8.19E-01
46509	8.18E-01
46523	8.18E-01
46536	8.17E-01
46550	8.17E-01
46563	8.16E-01
46577	8.15E-01
46590	8.15E-01
46604	8.14E-01
46617	8.14E-01
46631	8.13E-01
46645	8.12E-01
46658	8.12E-01
46672	8.11E-01
46685	8.11E-01
46699	8.11E-01
46712	8.10E-01
46726	8.10E-01
46739	8.09E-01
46753	8.09E-01
46766	8.08E-01
46780	8.08E-01
46793	8.08E-01
46807	8.07E-01
46820	8.07E-01
46834	8.07E-01
46847	8.06E-01
46861	8.06E-01
46874	8.06E-01
46888	8.06E-01
46901	8.05E-01
46915	8.05E-01
46928	8.05E-01
46942	8.05E-01
46955	8.05E-01
46969	8.05E-01
46982	8.05E-01
46996	8.05E-01
47009	8.05E-01
47023	8.05E-01
47036	8.05E-01
47050	8.05E-01
47063	8.05E-01
47077	8.05E-01
47090	8.05E-01
47104	8.05E-01
47117	8.05E-01
47131	8.05E-01
47144	8.06E-01
47158	8.06E-01
47171	8.06E-01
47185	8.06E-01
47199	8.06E-01
47212	8.07E-01
47226	8.07E-01
47239	8.07E-01
47253	8.07E-01
47266	8.08E-01
47280	8.08E-01
47293	8.08E-01
47307	8.08E-01
47320	8.09E-01
47334	8.09E-01
47347	8.09E-01
47361	8.10E-01
47374	8.10E-01
47388	8.10E-01
47401	8.10E-01
47415	8.11E-01
47428	8.11E-01
47442	8.11E-01
47455	8.12E-01
47469	8.12E-01
47482	8.12E-01
47496	8.12E-01
