# F444W
# photon
# Angstroems	Transmission JWST/NIRCam/F444W
47509	8.13E-01
47523	8.13E-01
47536	8.13E-01
47550	8.13E-01
47563	8.13E-01
47577	8.14E-01
47590	8.14E-01
47604	8.14E-01
47617	8.14E-01
47631	8.14E-01
47644	8.14E-01
47658	8.14E-01
47671	8.15E-01
47685	8.15E-01
47698	8.15E-01
47712	8.15E-01
47725	8.15E-01
47739	8.15E-01
47753	8.15E-01
47766	8.15E-01
47780	8.15E-01
47793	8.15E-01
47807	8.15E-01
47820	8.15E-01
47834	8.15E-01
47847	8.15E-01
47861	8.15E-01
47874	8.15E-01
47888	8.15E-01
47901	8.15E-01
47915	8.15E-01
47928	8.15E-01
47942	8.15E-01
47955	8.15E-01
47969	8.15E-01
47982	8.15E-01
47996	8.15E-01
48009	8.15E-01
48023	8.15E-01
48036	8.15E-01
48050	8.15E-01
48063	8.15E-01
48077	8.15E-01
48090	8.16E-01
48104	8.16E-01
48117	8.16E-01
48131	8.16E-01
48144	8.16E-01
48158	8.16E-01
48171	8.16E-01
48185	8.16E-01
48198	8.17E-01
48212	8.17E-01
48225	8.17E-01
48239	8.17E-01
48252	8.18E-01
48266	8.18E-01
48279	8.18E-01
48293	8.18E-01
48307	8.19E-01
48320	8.19E-01
48334	8.19E-01
48347	8.19E-01
48361	8.20E-01
48374	8.20E-01
48388	8.20E-01
48401	8.21E-01
48415	8.21E-01
48428	8.21E-01
48442	8.22E-01
48455	8.22E-01
48469	8.22E-01
48482	8.23E-01
48496	8.23E-01
48509	8.23E-01
48523	8.24E-01
48536	8.24E-01
48550	8.24E-01
48563	8.25E-01
48577	8.25E-01
48590	8.25E-01
48604	8.26E-01
48617	8.26E-01
48631	8.26E-01
48644	8.26E-01
48658	8.27E-01
48671	8.27E-01
48685	8.27E-01
48698	8.27E-01
48712	8.28E-01
48725	8.28E-01
48739	8.28E-01
48752	8.28E-01
48766	8.28E-01
48779	8.28E-01
48793	8.28E-01
48806	8.28E-01
48820	8.28E-01
48834	8.27E-01
48847	8.27E-01
48861	8.26E-01
48874	8.26E-01
48888	8.26E-01
48901	8.25E-01
48915	8.25E-01
48928	8.25E-01
48942	8.24E-01
48955	8.24E-01
48969	8.23E-01
48982	8.23E-01
48996	8.22E-01
49009	8.22E-01
49023	8.21E-01
49036	8.21E-01
49050	8.20E-01
49063	8.20E-01
49077	8.19E-01
49090	8.18E-01
49104	8.18E-01
49117	8.18E-01
49131	8.17E-01
49144	8.17E-01
49158	8.16E-01
49171	8.15E-01
49185	8.15E-01
49198	8.14E-01
49212	8.14E-01
49225	8.13E-01
49239	8.13E-01
49252	8.12E-01
49266	8.12E-01
49279	8.11E-01
49293	8.10E-01
49306	8.10E-01
49320	8.09E-01
49333	8.09E-01
49347	8.08E-01
49360	8.07E-01
49374	8.07E-01
49388	8.06E-01
49401	8.05E-01
49415	8.04E-01
49428	8.04E-01
49442	8.03E-01
49455	8.02E-01
49469	8.01E-01
49482	8.00E-01
49496	7.99E-01
49509	7.98E-01
49523	7.96E-01
49536	7.95E-01
49550	7.94E-01
49563	7.92E-01
49577	7.91E-01
49590	7.89E-01
49604	7.88E-01
49617	7.86E-01
49631	7.84E-01
49644	7.82E-01
49658	7.79E-01
49671	7.77E-01
49685	7.74E-01
49698	7.72E-01
49712	7.69E-01
49725	7.66E-01
49739	7.63E-01
49752	7.59E-01
49766	7.56E-01
49779	7.52E-01
49793	7.48E-01
49806	7.44E-01
49820	7.40E-01
49833	7.35E-01
49847	7.30E-01
49860	7.25E-01
49874	7.20E-01
49887	7.14E-01
49901	7.08E-01
49914	7.02E-01
49928	6.96E-01
49942	6.89E-01
49955	6.83E-01
49969	6.76E-01
49982	6.68E-01
49996	6.61E-01
50009	6.53E-01
50023	6.45E-01
50036	6.36E-01
50050	6.28E-01
50063	6.19E-01
50077	6.10E-01
50090	6.00E-01
50104	5.91E-01
50117	5.81E-01
50131	5.70E-01
50144	5.60E-01
50158	5.49E-01
50171	5.38E-01
50185	5.27E-01
50198	5.16E-01
50212	5.04E-01
50225	4.92E-01
50239	4.80E-01
50252	4.68E-01
50266	4.56E-01
50279	4.43E-01
50293	4.31E-01
50306	4.18E-01
50320	4.05E-01
50333	3.92E-01
50347	3.80E-01
50360	3.67E-01
50374	3.54E-01
50387	3.41E-01
50401	3.29E-01
50414	3.16E-01
50428	3.04E-01
50441	2.92E-01
50455	2.80E-01
50468	2.68E-01
50482	2.56E-01
50496	2.45E-01
50509	2.34E-01
50523	2.23E-01
50536	2.12E-01
50550	2.02E-01
50563	1.92E-01
50577	1.82E-01
50590	1.73E-01
50604	1.64E-01
50617	1.56E-01
50631	1.47E-01
50644	1.40E-01
50658	1.32E-01
50671	1.25E-01
50685	1.18E-01
50698	1.11E-01
50712	1.05E-01
50725	9.91E-02
50739	9.34E-02
50752	8.81E-02
50766	8.30E-02
50779	7.82E-02
50793	7.37E-02
50806	6.94E-02
50820	6.53E-02
50833	6.15E-02
50847	5.79E-02
50860	5.44E-02
50874	5.12E-02
50887	4.82E-02
50901	4.54E-02
50914	4.27E-02
50928	4.02E-02
50941	3.78E-02
50955	3.56E-02
50968	3.35E-02
50982	3.15E-02
50995	2.97E-02
51009	2.79E-02
51022	2.63E-02
51036	2.48E-02
51050	2.34E-02
51063	2.20E-02
51077	2.08E-02
51090	1.96E-02
51104	1.85E-02
51117	1.74E-02
51131	1.64E-02
51144	1.55E-02
51158	1.46E-02
51171	1.38E-02
51185	1.31E-02
51198	1.23E-02
51212	1.17E-02
51225	1.10E-02
51239	1.04E-02
51252	9.85E-03
51266	9.33E-03
51279	8.83E-03
51293	8.36E-03
51306	7.91E-03
51320	7.50E-03
51333	7.10E-03
51347	6.74E-03
51360	6.32E-03
51374	5.94E-03
51387	5.58E-03
51401	5.24E-03
51414	4.93E-03
51428	4.63E-03
51441	4.35E-03
51455	4.09E-03
51468	3.85E-03
51482	3.62E-03
51495	3.41E-03
51509	3.21E-03
51522	3.02E-03
51536	2.85E-03
51549	2.68E-03
51563	2.53E-03
51577	2.38E-03
51590	2.24E-03
51604	2.11E-03
51617	1.99E-03
51631	1.88E-03
51644	1.77E-03
51658	1.67E-03
51671	1.57E-03
51685	1.48E-03
51698	1.40E-03
51712	1.32E-03
51725	1.24E-03
51739	1.17E-03
51752	1.11E-03
51766	1.05E-03
51779	9.91E-04
51793	9.37E-04
51806	8.87E-04
51820	8.39E-04
