Dust emission spectrum from A.P. Jones, M. Kohler, N. Ysard, M. Bocchio, and L. Verstraete (2017), A&A, 602A, 46J 
inside the DustPedia framework.

lambda    nu*dP/dnu     j_nu    j_nu(carb.) j_nu(sil)
 (um)   (erg s-1 H-1) (Jy cm2 sr-1 H-1)
0.9927057738263894 9.419051087629912e-21 2.481973460732618e-13 2.481973241698896e-13 2.19033721736434e-20
1.0001793341362166 9.57713953116368e-21 2.54262975314859e-13 2.542629489606349e-13 2.635422409086509e-20
1.0077091589558085 9.735898018204303e-21 2.604237899905488e-13 2.6042375832348685e-13 3.1667061897421657e-20
1.0114953028030835 9.815522066095819e-21 2.6354010042845766e-13 2.6354006573335793e-13 3.469509973553232e-20
1.0152956718711033 9.895306003110002e-21 2.666804607380561e-13 2.6668042273812376e-13 3.799993234932324e-20
1.0229392996569957 1.0055266087815821e-20 2.730315687956668e-13 2.730315232569492e-13 4.553871758059813e-20
1.0267826658714554 1.0135260942275286e-20 2.7623766598405925e-13 2.7623761615564114e-13 4.982841820296825e-20
1.0306404723013447 1.0215402480096858e-20 2.7946801360607107e-13 2.7946795910213683e-13 5.450393420527111e-20
1.03451277320114 1.0295688595694687e-20 2.8272270588674814e-13 2.827226462885548e-13 5.959819338819023e-20
1.0383996230291617 1.0376117263687999e-20 2.8600183924974654e-13 2.8600177410297534e-13 6.514677115080551e-20
1.0403485208654093 1.0416384444322236e-20 2.8765060209352555e-13 2.8765053399020617e-13 6.810331940375178e-20
1.0423010764483396 1.0456686540890134e-20 2.893055124102362e-13 2.8930544122214695e-13 7.118808926862631e-20
1.0462171883269815 1.0537394568286988e-20 2.926338264691816e-13 2.926337487055532e-13 7.776362844283214e-20
1.0471985131304309 1.0557593045174699e-20 2.9346976720696084e-13 2.9346968771080507e-13 7.949615578308328e-20
1.048180758391296 1.0577800055866769e-20 2.9430725610550155e-13 2.943071748399159e-13 8.126558566452093e-20
1.0501480137395462 1.0618239573003896e-20 2.9598688500898204e-13 2.9598680009082655e-13 8.491815548636034e-20
1.0521189612883777 1.0658712911868966e-20 2.9767272653105945e-13 2.976726378035725e-13 8.872748703602594e-20
1.0531058218030118 1.0678935582975557e-20 2.985172371649916e-13 2.985171464719344e-13 9.069305716227845e-20
1.0540936079674168 1.069907943159794e-20 2.993608647085281e-13 2.993607720078471e-13 9.270068086267914e-20
1.058054026499678 1.0779734643067238e-20 3.0275083358410863e-13 3.0275073241964476e-13 1.0116446383090714e-19
1.0590464539527713 1.0799918284716252e-20 3.0360219907201846e-13 3.0360209567889763e-13 1.0339312088109998e-19
1.06003981227728 1.0820109816980587e-20 3.044551173441891e-13 3.044550116755125e-13 1.0566867659170918e-19
1.0620293250338977 1.0860516466531452e-20 3.0616561928564796e-13 3.0616550892139784e-13 1.103642500981851e-19
1.0660195594769086 1.0941423518996264e-20 3.096053347178892e-13 3.0960521435727497e-13 1.2036061430342567e-19
1.070024785945596 1.102245451412765e-20 3.130700957854126e-13 3.1306996456659855e-13 1.3121881395895644e-19
1.0740450607676866 1.1103608264119852e-20 3.165600214963158e-13 3.165598784871895e-13 1.4300912624420973e-19
1.07808044048254 1.1184883681545413e-20 3.2007523406714327e-13 3.2007507825993633e-13 1.558072070413271e-19
1.0861967418109137 1.134767210692584e-20 3.271784623971391e-13 3.2717827763860714e-13 1.8475853191605378e-19
1.0902777775684922 1.1428902516874453e-20 3.307585822240793e-13 3.307583811304768e-13 2.0109360252664544e-19
1.0943741465085532 1.1510246468933478e-20 3.343642840894038e-13 3.34364065288506e-13 2.188008978390991e-19
1.1026131145906286 1.167327297058463e-20 3.4165299174601817e-13 3.4165273297053257e-13 2.58775485602785e-19
1.1109141095355224 1.1836748682865699e-20 3.4904574049244625e-13 3.490454348393434e-13 3.0565310272277512e-19
1.1192775983109025 1.2000545522759237e-20 3.565399781002131e-13 3.5653961754775013e-13 3.605524629196377e-19
1.1277040513999907 1.2164080600423835e-20 3.6411943728669433e-13 3.6411901252578624e-13 4.2476090821082174e-19
1.1361939428280308 1.2328048556106976e-20 3.718058673757344e-13 3.718053676179261e-13 4.997578083466583e-19
1.1447477501889525 1.2492454313069672e-20 3.796006973215329e-13 3.796001100806704e-13 5.872408625697505e-19
1.1533659546722406 1.2657361849719244e-20 3.8750718250642825e-13 3.875064933497659e-13 6.891566625250611e-19
1.1707974979042381 1.2989186890551216e-20 4.0367623649725555e-13 4.0367529097285016e-13 9.455244053367402e-19
1.1884924949847024 1.3323128199657662e-20 4.203122846555591e-13 4.2031099391111955e-13 1.2907444395361879e-18
1.2064549276569216 1.3661441822822028e-20 4.3749900703741807e-13 4.3749725375362186e-13 1.7532837961775157e-18
1.2246888378427687 1.4002023156173094e-20 4.55182947955721e-13 4.551805780823646e-13 2.3698733563889744e-18
1.2431983285522175 1.434463880164033e-20 4.733686232470965e-13 4.733654355087194e-13 3.1877383769791645e-18
1.2619875648066055 1.4689839238517067e-20 4.920866143652623e-13 4.920823470769052e-13 4.2672883571309105e-18
1.3004222497298317 1.538613532139668e-20 5.311086470701192e-13 5.311011080056175e-13 7.539064501669721e-18
1.3400274889804893 1.609344084127377e-20 5.724427355319936e-13 5.724296609094014e-13 1.3074622592228921e-17
1.3808389325824078 1.6814846630665756e-20 6.163187310219341e-13 6.162964624624018e-13 2.2268559532241025e-17
1.4228933163050095 1.755686353088926e-20 6.631147768234089e-13 6.630775100079859e-13 3.7266815422917705e-17
1.466228494730424 1.833267431503905e-20 7.1350482041978e-13 7.134435095528124e-13 6.131086696762284e-17
1.5108834753276823 1.9141725753186626e-20 7.676822410171882e-13 7.675830369573804e-13 9.920405980820611e-17
1.5568984535646726 1.9984459265839682e-20 8.258898372262076e-13 8.257318003890701e-13 1.5803683713752142e-16
1.6043148490894465 2.086684775056529e-20 8.886195908234963e-13 8.883712548333372e-13 2.483359901592062e-16
1.6531753430134553 2.1795394304430602e-20 9.564297633563521e-13 9.560453002908484e-13 3.8446306550369003e-16
1.7035239163302658 2.2777721088918725e-20 1.0299779775595588e-12 1.029391428883441e-12 5.865486761174948e-16
1.755405889504358 2.383275535429869e-20 1.1105068431478328e-12 1.1096245674144673e-12 8.822757333653137e-16
1.8088679632656115 2.496303835173715e-20 1.1985985392388735e-12 1.1972896345499349e-12 1.3089046889388493e-15
1.8639582606462262 2.6171078689301037e-20 1.2948731909755198e-12 1.292957230795094e-12 1.9159601804260824e-15
1.9207263702978936 2.746348197570578e-20 1.400201474795626e-12 1.3974332490560331e-12 2.7682257395932266e-15
1.979223391128241 2.884902151754108e-20 1.5156374774835693e-12 1.5116881881817426e-12 3.949289301826999e-15
2.039501978296691 3.033636671902255e-20 1.6423175339740443e-12 1.6367521977494331e-12 5.5653362246115946e-15
2.1016163906111602 3.194364993100403e-20 1.7819988429934397e-12 1.774248947710896e-12 7.749895282542907e-15
2.1656225393682647 3.3682890276555577e-20 1.9362505157520083e-12 1.9255826126640385e-12 1.066790308796987e-14
2.231578038680979 3.5556845856719925e-20 2.106224890943715e-12 2.091704656834962e-12 1.4520234108753547e-14
2.299542257339062 3.7573655606891416e-20 2.293476413851666e-12 2.2739280899094033e-12 1.9548323942262852e-14
2.369576372248914 3.9745189242394975e-20 2.4999119522378926e-12 2.4738729653192904e-12 2.6038986918602127e-14
2.4417434235010123 4.2084684480225356e-20 2.727680727771676e-12 2.693353027656623e-12 3.432770011505105e-14
2.5161083711144245 4.461240681831948e-20 2.97957573999488e-12 2.9347726400463777e-12 4.480309994850299e-14
2.5927381535095444 4.735711194593136e-20 3.2592171798964786e-12 3.2013081168296882e-12 5.790906306679071e-14
2.6717017477616296 5.0343971055852974e-20 3.5703013708460793e-12 3.4961587284739142e-12 7.414264237216533e-14
2.753070231689431 5.36058248711203e-20 3.917407105940632e-12 3.823353717998537e-12 9.405338794209391e-14
2.836916847834745 5.722064831192387e-20 4.3089237961361e-12 4.19067909141398e-12 1.1824470472211966e-13
2.9233170693905177 6.13488021268143e-20 4.760487649533852e-12 4.613149581352615e-12 1.4733806818123662e-13
2.967498994190263 6.373840813443175e-20 5.020664790475068e-12 4.8570690687954276e-12 1.6359572167964112e-13
3.0123486681368425 6.628227266020975e-20 5.299953537965753e-12 5.118540330838986e-12 1.8141320712676567e-13
3.0578761833420214 6.992137607776028e-20 5.675436856938262e-12 5.4744630256456995e-12 2.009738312925611e-13
3.1040917844459814 7.405431526660215e-20 6.101749272829858e-12 5.879550429657487e-12 2.221988431723726e-13
3.127460860933648 7.745803559182171e-20 6.430249067355988e-12 6.196710006603009e-12 2.33539060752978e-13
3.1510058709225794 8.164269215542365e-20 6.828667434158316e-12 6.5833253801159345e-12 2.4534205404238063e-13
3.162844764501044 8.520871432741067e-20 7.153709865390593e-12 6.902266473609991e-12 2.5144339178060406e-13
3.1747281389236908 8.920367399097259e-20 7.517245196231176e-12 7.259581136417644e-12 2.5766405981353013e-13
3.1986289994194426 9.981235203447003e-20 8.474568472709741e-12 8.204067013314711e-12 2.705014593950314e-13
3.2227097969389145 1.2361103457227101e-19 1.0574208602043836e-11 1.0290122005865939e-11 2.8408659617789754e-13
3.2348180950136065 1.4567048761171927e-19 1.2508086352431587e-11 1.2216754395435212e-11 2.9133195699637647e-13
3.240889293275058 1.620757043458285e-19 1.3942849729497861e-11 1.3647696001767369e-11 2.951537277304943e-13
3.2469718861334385 1.8106437638903988e-19 1.560561809622349e-11 1.53065099774197e-11 2.99108118803787e-13
3.2714166318528037 2.803512380047223e-19 2.434488731054134e-11 2.4029452218241036e-11 3.1543509230030783e-13
3.2744851364798273 2.865892394659505e-19 2.490992021011184e-11 2.4592565143068603e-11 3.1735506704322913e-13
3.2775565192852394 2.929909695737317e-19 2.5490236068182357e-11 2.5170951805577933e-11 3.1928426260442904e-13
3.283707930232385 2.8705242322862214e-19 2.502045322253849e-11 2.4697727290504334e-11 3.2272593203414844e-13
3.2898708863219004 2.6786504255632125e-19 2.3391836905071448e-11 2.3065986539071292e-11 3.258503660001474e-13
3.29141343181113 2.6333176725943385e-19 2.3006742086025853e-11 2.2680107352522663e-11 3.2663473350319495e-13
3.292184975758714 2.6110302181778527e-19 2.2817368680923572e-11 2.249034127440824e-11 3.270274065153294e-13
3.295272960557952 2.471830492698032e-19 2.1621186017187936e-11 2.1292632637761195e-11 3.2855337942674195e-13
3.3076538914384823 1.986076239738017e-19 1.743754767886387e-11 1.7102869067893737e-11 3.3467861097013683e-13
3.310756385682612 1.8862381152966428e-19 1.6576512858103214e-11 1.624029111380015e-11 3.3622174430306844e-13
3.313861789986515 1.793744043648937e-19 1.5778448494475386e-11 1.5440678882414962e-11 3.3776961206042193e-13
3.3200813396944477 1.6651200870880179e-19 1.4674513655913487e-11 1.4333411144423843e-11 3.4110251148963964e-13
3.345076488085796 1.4448034848429515e-19 1.2828747765589655e-11 1.2472782808616667e-11 3.559649569729859e-13
3.3482140837626964 1.4549533149589566e-19 1.2930988047122315e-11 1.257300931732454e-11 3.579787297977761e-13
3.3513546224236106 1.4651881681944651e-19 1.3034165196523773e-11 1.267416403389659e-11 3.600011626271806e-13
3.3576445397418455 1.5324582300138523e-19 1.3658178873653625e-11 1.3293947899611281e-11 3.6423097404234307e-13
3.3702598118196083 1.7729423216905832e-19 1.586088520608065e-11 1.5487782690437908e-11 3.7310251564274054e-13
3.382922481734668 1.8332306657273907e-19 1.6461848201986873e-11 1.6080135431881436e-11 3.8171277010543775e-13
3.389271646505754 1.864252560973961e-19 1.6771834177012573e-11 1.638575964895686e-11 3.860745280557154e-13
3.395632727569191 1.8983040528325975e-19 1.7110232806709658e-11 1.671966321366914e-11 3.9056959304051954e-13
3.421196662673239 2.0622425834834658e-19 1.8727819854486498e-11 1.8318656483173406e-11 4.0916337131309427e-13
3.4276182099114902 2.0358159875874655e-19 1.8522533764174633e-11 1.810923481763202e-11 4.132989465426163e-13
3.4340518103208963 1.9097263210779874e-19 1.7407941160489652e-11 1.6990737458346755e-11 4.1720370214289685e-13
3.4469541582030403 1.729571423511436e-19 1.5824989912278125e-11 1.540030525943438e-11 4.2468465284374357e-13
3.472904465399547 1.6856284248783127e-19 1.5539037541130447e-11 1.509709905621835e-11 4.4193848491209726e-13
3.4990501388274233 1.6158442164041491e-19 1.5007870956224943e-11 1.4548307027538123e-11 4.595639286868236e-13
3.5253949054701885 1.3507624538293073e-19 1.2640265205824696e-11 1.2163627591767015e-11 4.766376140576833e-13
3.5519380250092896 1.0986818281349346e-19 1.035873574090608e-11 9.86497723457837e-12 4.937585063277107e-13
3.578680990867387 1.0054856108056177e-19 9.551427409479999e-12 9.038908925610126e-12 5.125184838698745e-13
3.605625307711299 9.748535419551993e-20 9.330166638003636e-12 8.79791431124298e-12 5.322523267606547e-13
3.660119384959845 9.672566668727742e-20 9.397371939945957e-12 8.823770293875805e-12 5.736016460701487e-13
3.715437065384467 9.67999388635863e-20 9.546725281431737e-12 8.929693482207835e-12 6.170317992239048e-13
3.8285932144167436 1.0026934190887621e-19 1.0190061917736062e-11 9.48024907197689e-12 7.098128457591696e-13
3.94519561050918 1.0463494402955151e-19 1.0957581780398739e-11 1.014743602662719e-11 8.101457537715479e-13
4.06534921144712 1.0934307386814651e-19 1.1799363184831205e-11 1.0881650669120656e-11 9.177125157105464e-13
4.189162171576248 1.142112176296833e-19 1.2700048160910285e-11 1.1667536655855909e-11 1.032511505054379e-12
4.316745939156006 1.1914075692603076e-19 1.365168557641448e-11 1.2497805827490338e-11 1.153879748924143e-12
4.448215356677963 1.2406029157845758e-19 1.4648327316225916e-11 1.3368464779926479e-11 1.2798625362994358e-12
4.58368876423945 1.289351250909753e-19 1.5687574455175453e-11 1.4277174719027168e-11 1.4103997361482893e-12
4.723288106065518 1.3374958499822845e-19 1.67689671215544e-11 1.522285785810932e-11 1.5461092634450782e-12
4.867139040275056 1.3846657822269e-19 1.788908576132786e-11 1.6206133431117503e-11 1.6829523302103597e-12
4.940699165968905 1.4082619334740773e-19 1.8468910813802042e-11 1.6716733202780412e-11 1.7521776110216293e-12
5.015371051989984 1.4311750696408712e-19 1.905308322191854e-11 1.7231399111799048e-11 1.821684110119486e-12
5.091171501069577 1.4548588367186074e-19 1.9661109241565293e-11 1.776805767505636e-11 1.8930515665089365e-12
5.129500256944802 1.4664013396989157e-19 1.996628829692806e-11 1.8037545421778704e-11 1.9287428751493495e-12
