Dust emission spectrum from A.P. Jones, M. Kohler, N. Ysard, M. Bocchio, and L. Verstraete (2017), A&A, 602A, 46J 
inside the DustPedia framework.

lambda    nu*dP/dnu     j_nu    j_nu(carb.) j_nu(sil)
 (um)   (erg s-1 H-1) (Jy cm2 sr-1 H-1)
0.9927057738263894 2.2611821801206166e-26 5.958343477201663e-19 5.958343477201663e-19 1.810391431593023e-41
1.0001793341362166 2.2983852137021793e-26 6.101970854178281e-19 6.101970854178281e-19 2.5592603449657216e-41
1.0077091589558085 2.3355309247040252e-26 6.2472697835811495e-19 6.2472697835811495e-19 3.6098535111921915e-41
1.0114953028030835 2.35407770561317e-26 6.320538742372296e-19 6.320538742372296e-19 4.2836408058447964e-41
1.0152956718711033 2.3726046764818046e-26 6.394216692991343e-19 6.394216692991343e-19 5.08034383823121e-41
1.0229392996569957 2.4095736964017302e-26 6.542737712873823e-19 6.542737712873823e-19 7.133797508633056e-41
1.0267826658714554 2.4279707458268475e-26 6.617461313770753e-19 6.617461313770753e-19 8.446300574376891e-41
1.0306404723013447 2.4463398468377133e-26 6.692577594795203e-19 6.692577594795203e-19 9.994646417711769e-41
1.03451277320114 2.464679226204992e-26 6.768083295243788e-19 6.768083295243788e-19 1.182015715119919e-40
1.0383996230291617 2.4829871207683033e-26 6.843975114452028e-19 6.843975114452028e-19 1.3971202683312512e-40
1.0403485208654093 2.4921287130971798e-26 6.88206477639863e-19 6.88206477639863e-19 1.5186127454370209e-40
1.0423010764483396 2.501261777773199e-26 6.920249712574957e-19 6.920249712574957e-19 1.6504368790861143e-40
1.0462171883269815 2.5195014552004646e-26 6.9969037113682e-19 6.9969037113682e-19 1.9485812951979555e-40
1.0471985131304309 2.5240557059036875e-26 7.016126092940339e-19 7.016126092940339e-19 2.031000648483673e-40
1.048180758391296 2.528607635206265e-26 7.035371920007395e-19 7.035371920007395e-19 2.1168312857438618e-40
1.0501480137395462 2.5377044220879854e-26 7.073933694969818e-19 7.073933694969818e-19 2.2992837149918142e-40
1.0521189612883777 2.5467916012545808e-26 7.112588603523255e-19 7.112588603523255e-19 2.4971088934374085e-40
1.0531058218030118 2.5513245104696137e-26 7.131931249692012e-19 7.131931249692012e-19 2.6021763465391726e-40
1.0540936079674168 2.5558319689023876e-26 7.151232712607743e-19 7.151232712607743e-19 2.7115648497221042e-40
1.058054026499678 2.573835505438296e-26 7.228664439165632e-19 7.228664439165632e-19 3.1959471992593e-40
1.0590464539527713 2.5783296836393736e-26 7.248078561792024e-19 7.248078561792024e-19 3.3297078431834645e-40
1.06003981227728 2.582821126984687e-26 7.267515049256776e-19 7.267515049256776e-19 3.4689442314895137e-40
1.0620293250338977 2.591795704537924e-26 7.306454894544842e-19 7.306454894544842e-19 3.764728545442363e-40
1.0660195594769086 2.609710893904909e-26 7.38460049025205e-19 7.38460049025205e-19 4.432230042231596e-40
1.070024785945596 2.62757941411818e-26 7.463097605051548e-19 7.463097605051548e-19 5.215135405362021e-40
1.0740450607676866 2.6453996189034296e-26 7.541942585749133e-19 7.541942585749133e-19 6.132869150630483e-40
1.07808044048254 2.663169875397065e-26 7.621131747974536e-19 7.621131747974536e-19 7.20803347969407e-40
1.0861967418109137 2.698522526645823e-26 7.780436751192014e-19 7.780436751192014e-19 9.940035693305945e-40
1.0902777775684922 2.7160299747714813e-26 7.860336741932377e-19 7.860336741932377e-19 1.1662848032367654e-39
1.0943741465085532 2.733479833979089e-26 7.94056000649592e-19 7.94056000649592e-19 1.3676570716345563e-39
1.1026131145906286 2.768200589046095e-26 8.101960910054188e-19 8.101960910054188e-19 1.8775493775113887e-39
1.1109141095355224 2.8026725508204535e-26 8.264608314908817e-19 8.264608314908817e-19 2.5717748275353074e-39
1.1192775983109025 2.836851557507761e-26 8.428375112357503e-19 8.428375112357503e-19 3.5148248669890754e-39
1.1277040513999907 2.8705781173464503e-26 8.592784963454359e-19 8.592784963454359e-19 4.792938836523158e-39
1.1361939428280308 2.904016110008849e-26 8.758322322798428e-19 8.758322322798428e-19 6.521337001349704e-39
1.1447477501889525 2.937154406541264e-26 8.924954479902437e-19 8.924954479902437e-19 8.853426962494065e-39
1.1533659546722406 2.9700003153554005e-26 9.09270405564097e-19 9.09270405564097e-19 1.1993078246529508e-38
1.1707974979042381 3.034922096943406e-26 9.4318908525958e-19 9.4318908525958e-19 2.1863759836361514e-38
1.1884924949847024 3.098534610516403e-26 9.775122941952452e-19 9.775122941952452e-19 3.951319473851654e-38
1.2064549276569216 3.161338991160533e-26 1.0123987551818337e-18 1.0123987551818337e-18 7.080078117308221e-38
1.2246888378427687 3.22264562648932e-26 1.0476295604719867e-18 1.0476295604719867e-18 1.257831878981533e-37
1.2431983285522175 3.2823110756577453e-26 1.0831524560765725e-18 1.0831524560765725e-18 2.2157990669236375e-37
1.2619875648066055 3.3403134901003777e-26 1.1189527193410193e-18 1.1189527193410193e-18 3.8707802671705485e-37
1.3004222497298317 3.450362089473379e-26 1.1910184740763667e-18 1.1910184740763667e-18 1.1522474404975654e-36
1.3400274889804893 3.5523642661669195e-26 1.2635738610449599e-18 1.2635738610449599e-18 3.3202490734383104e-36
1.3808389325824078 3.645945505825137e-26 1.3363574208445239e-18 1.3363574208445239e-18 9.268513672754893e-36
1.4228933163050095 3.731571647090365e-26 1.4093976954410805e-18 1.4093976954410805e-18 2.508519503541729e-35
1.466228494730424 3.811327588522698e-26 1.483362743415457e-18 1.483362743415457e-18 6.588644973665382e-35
1.5108834753276823 3.8836528719462174e-26 1.5575457398725825e-18 1.5575457398725825e-18 1.6805491441827464e-34
1.5568984535646726 3.9472870432340967e-26 1.6312796910118201e-18 1.63127969101182e-18 4.1657774962963184e-34
1.6043148490894465 4.0023535544279594e-26 1.7044116199919992e-18 1.7044116199919983e-18 1.0043501358668383e-33
1.6531753430134553 4.0490274518136355e-26 1.7768021598830444e-18 1.7768021598830413e-18 2.356946718413746e-33
1.7035239163302658 4.087876812091858e-26 1.848483030850414e-18 1.848483030850409e-18 5.388104778601734e-33
1.755405889504358 4.122158740667052e-26 1.920753778570861e-18 1.920753778570849e-18 1.2010542224264941e-32
1.8088679632656115 4.15107308099829e-26 1.9931348344109416e-18 1.9931348344109154e-18 2.612257805571726e-32
1.8639582606462262 4.1740796054978383e-26 2.06522010128929e-18 2.065220101289234e-18 5.547361173750487e-32
1.9207263702978936 4.191575510328134e-26 2.13703790963959e-18 2.1370379096394744e-18 1.150978932772138e-31
1.979223391128241 4.20448121779261e-26 2.2089031002966883e-18 2.208903100296455e-18 2.334940360699081e-31
2.039501978296691 4.2138970211160524e-26 2.2812741645163204e-18 2.2812741645158563e-18 4.634631581056462e-31
2.1016163906111602 4.22289925971627e-26 2.355773874039484e-18 2.355773874038583e-18 9.007969506187422e-31
2.1656225393682647 4.2332714427167024e-26 2.4334829781468077e-18 2.433482978145093e-18 1.715606545044033e-30
2.231578038680979 4.2451415739284114e-26 2.5146276710306654e-18 2.5146276710274622e-18 3.2034454855537556e-30
2.299542257339062 4.259576883643874e-26 2.6000235957432967e-18 2.600023595737429e-18 5.86779214630384e-30
2.369576372248914 4.2789371656162366e-26 2.691386395963825e-18 2.6913863959532743e-18 1.0550188317703466e-29
2.4417434235010123 4.30600872001026e-26 2.790900572085237e-18 2.7909005720666065e-18 1.8630788135736988e-29
2.5161083711144245 4.3455632550502206e-26 2.902317040210422e-18 2.9023170401780873e-18 3.233499545366475e-29
2.5927381535095444 4.405410971646251e-26 3.0318975404764886e-18 3.0318975404212953e-18 5.519321834122799e-29
2.6717017477616296 4.4948796113653885e-26 3.1876855364551534e-18 3.1876855363624496e-18 9.270356621552275e-29
2.753070231689431 4.6280132700871153e-26 3.382060086607135e-18 3.382060086453857e-18 1.5327831406162688e-28
2.836916847834745 4.8366335443613634e-26 3.642161699895648e-18 3.642161699645992e-18 2.496550051524192e-28
2.9233170693905177 5.190830551237156e-26 4.0279327180516955e-18 4.027932717650868e-18 4.0082660377521296e-28
2.967498994190263 5.491717586666551e-26 4.3258176558875974e-18 4.325817655382273e-18 5.053245787797161e-28
3.0123486681368425 5.843151691212418e-26 4.672204382228831e-18 4.672204381593916e-18 6.349158412750436e-28
3.0578761833420214 6.629621925299525e-26 5.3811870894197884e-18 5.381187088623611e-18 7.961769280979637e-28
3.1040917844459814 7.643243280217091e-26 6.2976956790739884e-18 6.297695678078694e-18 9.952951393159332e-28
3.127460860933648 8.715514811215606e-26 7.235263657043175e-18 7.235263655929746e-18 1.1134275226044165e-27
3.1510058709225794 1.014428326478061e-25 8.484768807134774e-18 8.484768805889246e-18 1.2455284278495706e-27
3.162844764501044 1.147414717290609e-25 9.633136760210076e-18 9.63313675888999e-18 1.3200862651614243e-27
3.1747281389236908 1.3020788446918716e-25 1.0972693727126936e-17 1.0972693725728123e-17 1.3988116722160344e-27
3.1986289994194426 1.7335126987112013e-25 1.4718390824480815e-17 1.4718390822907654e-17 1.5731621162678158e-27
3.2227097969389145 2.750491122800941e-25 2.352885969380216e-17 2.3528859692006534e-17 1.795625113544778e-27
3.2348180950136065 3.7149129134148933e-25 3.189832908132482e-17 3.189832907938555e-17 1.9392621618722368e-27
3.240889293275058 4.435935178125519e-25 3.8160918595439883e-17 3.8160918593412264e-17 2.0276169391839927e-27
3.2469718861334385 5.270037869768949e-25 4.54215235422906e-17 4.542152354016271e-17 2.127891926035995e-27
3.2714166318528037 9.719318592247679e-25 8.43997399645988e-17 8.439973996200914e-17 2.5896525856750986e-27
3.2744851364798273 9.997429088052942e-25 8.689620076235894e-17 8.689620075972057e-17 2.6383581416355593e-27
3.2775565192852394 1.0283527520514348e-24 8.946676564568842e-17 8.946676564300048e-17 2.6879414794875374e-27
3.283707930232385 1.0008283724569857e-24 8.723556204542246e-17 8.723556204267788e-17 2.7445907709235305e-27
3.2898708863219004 9.135574009079605e-25 7.977818054017547e-17 7.97781805374081e-17 2.767380349992741e-27
