Dust emission spectrum from A.P. Jones, M. Kohler, N. Ysard, M. Bocchio, and L. Verstraete (2017), A&A, 602A, 46J 
inside the DustPedia framework.

lambda    nu*dP/dnu     j_nu    j_nu(carb.) j_nu(sil)
 (um)   (erg s-1 H-1) (Jy cm2 sr-1 H-1)
0.9927057738263894 1.9226341596282645e-26 5.066250214060636e-19 5.066250214060636e-19 5.722343215897545e-41
1.0001793341362166 1.954265639725067e-26 5.188369601332475e-19 5.188369601332475e-19 8.041461372069825e-41
1.0077091589558085 1.9858483823179916e-26 5.311910222383754e-19 5.311910222383754e-19 1.1278795002274461e-40
1.0114953028030835 2.0016175844841044e-26 5.374207257466098e-19 5.374207257466098e-19 1.33478189908217e-40
1.0152956718711033 2.0173699439045484e-26 5.436852038233938e-19 5.436852038233938e-19 1.5788657738413114e-40
1.0229392996569957 2.048802460142608e-26 5.563132242944617e-19 5.563132242944617e-19 2.205825690229079e-40
1.0267826658714554 2.0644443548185275e-26 5.626666085629312e-19 5.626666085629312e-19 2.605305705828709e-40
1.0306404723013447 2.080062487706993e-26 5.690533806656871e-19 5.690533806656871e-19 3.075591221928035e-40
1.03451277320114 2.0956553512661432e-26 5.754732634044185e-19 5.754732634044185e-19 3.6289409305809043e-40
1.0383996230291617 2.1112214465122125e-26 5.819259761829144e-19 5.819259761829144e-19 4.279682540181162e-40
1.0403485208654093 2.1189939899960966e-26 5.851645552379567e-19 5.851645552379567e-19 4.646700994499108e-40
1.0423010764483396 2.1267592833058336e-26 5.884112350733663e-19 5.884112350733663e-19 5.044552510390587e-40
1.0462171883269815 2.1422673806319848e-26 5.94928752882754e-19 5.94928752882754e-19 5.9430899436517395e-40
1.0471985131304309 2.1461395855062633e-26 5.96563138830234e-19 5.96563138830234e-19 6.1912026701881464e-40
1.048180758391296 2.1500098167399555e-26 5.981995182577484e-19 5.981995182577484e-19 6.449467162966732e-40
1.0501480137395462 2.1577442668735282e-26 6.014782392192791e-19 6.014782392192791e-19 6.998092995440463e-40
1.0521189612883777 2.1654705485928018e-26 6.047648789794639e-19 6.047648789794639e-19 7.592413116967385e-40
1.0531058218030118 2.169324608672973e-26 6.064094905932954e-19 6.064094905932954e-19 7.907856258614738e-40
1.0540936079674168 2.1731570293519016e-26 6.080506006272714e-19 6.080506006272714e-19 8.236128430970711e-40
1.058054026499678 2.188464354392764e-26 6.146342461107135e-19 6.146342461107135e-19 9.688143576063436e-40
1.0590464539527713 2.192285484321917e-26 6.162849352070686e-19 6.162849352070686e-19 1.0088692857060247e-39
1.06003981227728 2.1961042890991107e-26 6.179375259098134e-19 6.179375259098134e-19 1.0505463138993926e-39
1.0620293250338977 2.20373483429419e-26 6.212483930780489e-19 6.212483930780489e-19 1.1390261057130181e-39
1.0660195594769086 2.2189670473047535e-26 6.278927364579141e-19 6.278927364579141e-19 1.338449086674034e-39
1.070024785945596 2.2341595826161498e-26 6.345669683944185e-19 6.345669683944185e-19 1.5719711185061617e-39
1.0740450607676866 2.249311040594037e-26 6.412707783137826e-19 6.412707783137826e-19 1.845275911064882e-39
1.07808044048254 2.2644200330023725e-26 6.480038529908244e-19 6.480038529908244e-19 2.1649689292561876e-39
1.0861967418109137 2.2944782973866491e-26 6.615487954435971e-19 6.615487954435971e-19 2.9754377223651037e-39
1.0902777775684922 2.3093638455676108e-26 6.6834231044643135e-19 6.6834231044643135e-19 3.485436865099963e-39
1.0943741465085532 2.3242004321711798e-26 6.7516331268900015e-19 6.7516331268900015e-19 4.080711528821454e-39
1.1026131145906286 2.3537214523236564e-26 6.888864656463917e-19 6.888864656463917e-19 5.584822577116682e-39
1.1109141095355224 2.3830309505270662e-26 7.027156063110404e-19 7.027156063110404e-19 7.627286641976019e-39
1.1192775983109025 2.4120913785392318e-26 7.166399274508584e-19 7.166399274508584e-19 1.0394802169453701e-38
1.1277040513999907 2.4407671280841815e-26 7.306189283182708e-19 7.306189283182708e-19 1.4136534475658355e-38
1.1361939428280308 2.4691975394896095e-26 7.446938002504709e-19 7.446938002504709e-19 1.9184762961124475e-38
1.1447477501889525 2.49737315065644e-26 7.588617622315024e-19 7.588617622315024e-19 2.598109584344657e-38
1.1533659546722406 2.5253001747485984e-26 7.731247374598258e-19 7.731247374598258e-19 3.511139681236189e-38
1.1707974979042381 2.5804995379546405e-26 8.019642419050839e-19 8.019642419050839e-19 6.372528932900528e-38
1.1884924949847024 2.6345857604964716e-26 8.311477181040181e-19 8.311477181040181e-19 1.1469781141241977e-37
1.2064549276569216 2.687984919346514e-26 8.608101168217186e-19 8.608101168217186e-19 2.0474845200000768e-37
1.2246888378427687 2.740110679005226e-26 8.907653148999924e-19 8.907653148999924e-19 3.624994261673739e-37
1.2431983285522175 2.7908410649144623e-26 9.209688796409081e-19 9.209688796409081e-19 6.365612370329816e-37
1.2619875648066055 2.84015750518385e-26 9.514082954192344e-19 9.514082954192344e-19 1.1087858436415855e-36
1.3004222497298317 2.933726218804675e-26 1.012682737020181e-18 1.012682737020181e-18 3.283862764859576e-36
1.3400274889804893 3.020453562490123e-26 1.074373539451462e-18 1.074373539451462e-18 9.422518669352785e-36
1.3808389325824078 3.1000210272923916e-26 1.136258371930516e-18 1.136258371930516e-18 2.621061166442554e-35
1.4228933163050095 3.172824576198817e-26 1.1983614596332969e-18 1.1983614596332969e-18 7.073265113208367e-35
1.466228494730424 3.2406367304799894e-26 1.2612507529957408e-18 1.2612507529957406e-18 1.8533386376469028e-34
1.5108834753276823 3.302130627185533e-26 1.3243252320586987e-18 1.3243252320586982e-18 4.717898462857689e-34
1.5568984535646726 3.356234455868268e-26 1.3870177279142747e-18 1.3870177279142734e-18 1.1675671043860009e-33
1.6043148490894465 3.40305304650023e-26 1.449198097326303e-18 1.4491980973263004e-18 2.8111348235763788e-33
1.6531753430134553 3.442735095499054e-26 1.510747760143718e-18 1.510747760143711e-18 6.5895646357821e-33
1.7035239163302658 3.475763432843968e-26 1.5716935759555581e-18 1.5716935759555431e-18 1.504993472449137e-32
1.755405889504358 3.5049071152657094e-26 1.6331403055325134e-18 1.63314030553248e-18 3.352116322636559e-32
1.8088679632656115 3.5294856104825975e-26 1.6946800455060288e-18 1.694680045505956e-18 7.285921686768494e-32
1.8639582606462262 3.549039312167288e-26 1.755967307882622e-18 1.755967307882467e-18 1.5463624843275814e-31
1.9207263702978936 3.563905591466059e-26 1.817025921774041e-18 1.81702592177372e-18 3.206898547802052e-31
1.979223391128241 3.5748665634078127e-26 1.878123227579605e-18 1.8781232275789548e-18 6.503046070865195e-31
2.039501978296691 3.5828571439746666e-26 1.939648595289447e-18 1.939648595288157e-18 1.29034130015932e-30
2.1016163906111602 3.590492161042149e-26 2.0029811529283244e-18 2.0029811529258176e-18 2.507180383908916e-30
2.1656225393682647 3.599287044499442e-26 2.0690390103198203e-18 2.0690390103150467e-18 4.7737893564233924e-30
2.231578038680979 3.609349504824764e-26 2.138013534105574e-18 2.138013534096662e-18 8.911784520513175e-30
2.299542257339062 3.621585586368205e-26 2.210597023079442e-18 2.210597023063121e-18 1.6320611077894193e-29
2.369576372248914 3.6380000042902694e-26 2.2882466699304916e-18 2.2882466699011523e-18 2.93391174350237e-29
2.4417434235010123 3.660959783255602e-26 2.3728179429800967e-18 2.3728179429282946e-18 5.180270533247253e-29
2.5161083711144245 3.6945195964756597e-26 2.467497663917613e-18 2.4674976638277183e-18 8.989516965251856e-29
2.5927381535095444 3.745316889765116e-26 2.577606752121134e-18 2.577606751967708e-18 1.5342583320395824e-28
2.6717017477616296 3.8212787742164523e-26 2.7099802736724876e-18 2.709980273414817e-18 2.576703760656619e-28
