Dust emission spectrum from A.P. Jones, M. Kohler, N. Ysard, M. Bocchio, and L. Verstraete (2017), A&A, 602A, 46J 
inside the DustPedia framework.

lambda    nu*dP/dnu     j_nu    j_nu(carb.) j_nu(sil)
 (um)   (erg s-1 H-1) (Jy cm2 sr-1 H-1)
0.9927057738263894 1.4484905351413296e-25 3.816854832717332e-18 3.816854832717332e-18 3.315685858311349e-40
1.0001793341362166 1.4723048583253818e-25 3.908814449556709e-18 3.908814449556709e-18 4.569364646602409e-40
1.0077091589558085 1.4960817074746417e-25 4.001842127634968e-18 4.001842127634968e-18 6.28886769347143e-40
1.0114953028030835 1.5079531424049578e-25 4.048751761900745e-18 4.048751761900745e-18 7.37421535650418e-40
1.0152956718711033 1.519811694178315e-25 4.095922680017934e-18 4.095922680017934e-18 8.643990683791053e-40
1.0229392996569957 1.5434738128555627e-25 4.191008699706353e-18 4.191008699706353e-18 1.1865091983451532e-39
1.0267826658714554 1.5552485515341994e-25 4.238847251666817e-18 4.238847251666817e-18 1.3893950669258338e-39
1.0306404723013447 1.567005188301819e-25 4.28693659538478e-18 4.28693659538478e-18 1.626411340096696e-39
1.03451277320114 1.5787425858273675e-25 4.335274630881923e-18 4.335274630881923e-18 1.903196753203693e-39
1.0383996230291617 1.5904596132482914e-25 4.383859232521579e-18 4.383859232521579e-18 2.2263030064024483e-39
1.0403485208654093 1.5963101365970027e-25 4.408243324490731e-18 4.408243324490731e-18 2.407558612960294e-39
1.0423010764483396 1.6021551463867397e-25 4.432688249509829e-18 4.432688249509829e-18 2.603339275027962e-39
1.0462171883269815 1.6138280679610342e-25 4.481759506397386e-18 4.481759506397386e-18 3.043139021589876e-39
1.0471985131304309 1.616742635039644e-25 4.494064913361148e-18 4.494064913361148e-18 3.16406278193615e-39
1.048180758391296 1.619655702197714e-25 4.506385288357378e-18 4.506385288357378e-18 3.2897171990786026e-39
1.0501480137395462 1.6254772677922511e-25 4.531070803581715e-18 4.531070803581715e-18 3.5559524550497755e-39
1.0521189612883777 1.6312926271151827e-25 4.5558157734285446e-18 4.5558157734285446e-18 3.8433838305691015e-39
1.0531058218030118 1.6341934460254522e-25 4.568197913641926e-18 4.568197913641926e-18 3.995559336740103e-39
1.0540936079674168 1.6370779498224167e-25 4.580553624143985e-18 4.580553624143985e-18 4.153658982631854e-39
1.058054026499678 1.6485989897019944e-25 4.630120637516745e-18 4.630120637516745e-18 4.850023488800356e-39
1.0590464539527713 1.651474921422936e-25 4.642548254886776e-18 4.642548254886776e-18 5.04135153054411e-39
1.06003981227728 1.6543490881854074e-25 4.65499014604543e-18 4.65499014604543e-18 5.240105529065653e-39
1.0620293250338977 1.6600920597708538e-25 4.6799166054140295e-18 4.6799166054140295e-18 5.661034287382787e-39
1.0660195594769086 1.67155608753464e-25 4.729939217528468e-18 4.729939217528468e-18 6.605189448267954e-39
1.070024785945596 1.6829900087685143e-25 4.780186142530443e-18 4.780186142530443e-18 7.703905391135399e-39
1.0740450607676866 1.6943927676914251e-25 4.8306550285716195e-18 4.8306550285716195e-18 8.981965928504606e-39
1.07808044048254 1.7057633171355263e-25 4.881343503787457e-18 4.881343503787457e-18 1.0468038510488949e-38
1.0861967418109137 1.7283834321534313e-25 4.983311364976024e-18 4.983311364976024e-18 1.4201928434744276e-38
1.0902777775684922 1.7395849913147926e-25 5.034452472895204e-18 5.034452472895204e-18 1.6532212308512048e-38
1.0943741465085532 1.7507494429164365e-25 5.085799732270354e-18 5.085799732270354e-18 1.9237243733409269e-38
1.1026131145906286 1.7729630498444318e-25 5.189102762874549e-18 5.189102762874549e-18 2.601634508013562e-38
1.1109141095355224 1.7950164034613505e-25 5.293200409409787e-18 5.293200409409787e-18 3.5127558861331393e-38
1.1192775983109025 1.8168812103424264e-25 5.3980111630561394e-18 5.3980111630561394e-18 4.735192805927113e-38
1.1277040513999907 1.8384553138145207e-25 5.503229848045825e-18 5.503229848045825e-18 6.372384348400656e-38
