Dust emission spectrum from A.P. Jones, M. Kohler, N. Ysard, M. Bocchio, and L. Verstraete (2017), A&A, 602A, 46J 
inside the DustPedia framework.

lambda    nu*dP/dnu     j_nu    j_nu(carb.) j_nu(sil)
 (um)   (erg s-1 H-1) (Jy cm2 sr-1 H-1)
0.9927057738263894 1.5162356155333033e-24 3.9953669673939314e-17 3.9953666091383263e-17 3.582556058584784e-24
1.0001793341362166 1.5415168716755527e-24 4.0925650609441975e-17 4.092564629544342e-17 4.313998560844343e-24
1.0077091589558085 1.5668048309625855e-24 4.19101814225901e-17 4.191017623459195e-17 5.1879981511191545e-24
1.0114953028030835 1.5794487930625328e-24 4.240712727681444e-17 4.240712159029495e-17 5.6865194944846884e-24
1.0152956718711033 1.592091406140937e-24 4.2907179383166454e-17 4.2907173152264494e-17 6.230901961992403e-24
1.0229392996569957 1.617356273693416e-24 4.3916224280042695e-17 4.391621680630461e-17 7.473738088628942e-24
1.0267826658714554 1.6299485731892096e-24 4.4424429927973486e-17 4.4424421746472256e-17 8.181501226245308e-24
1.0306404723013447 1.6425349402935319e-24 4.493567218097974e-17 4.4935663227629134e-17 8.953350598373001e-24
1.03451277320114 1.6551144106205998e-24 4.544993959107141e-17 4.5449929796270395e-17 9.794801011071934e-24
1.0383996230291617 1.6676860281462015e-24 4.596722061055342e-17 4.596720989873827e-17 1.0711815142120319e-23
1.0403485208654093 1.6739685957068363e-24 4.622698759003573e-17 4.6226976389382974e-17 1.1200652731256872e-23
1.0423010764483396 1.6802488454902827e-24 4.648750360072418e-17 4.6487491889886607e-17 1.1710837576527156e-23
1.0462171883269815 1.6928019241974527e-24 4.701077684071426e-17 4.701076404188302e-17 1.2798831235594152e-23
1.0471985131304309 1.695938563109302e-24 4.714206099660842e-17 4.714204791100857e-17 1.3085599852310336e-23
1.048180758391296 1.69907452080379e-24 4.727353112135927e-17 4.727351774283982e-17 1.3378519456790884e-23
1.0501480137395462 1.705344335015422e-24 4.7537028536466936e-17 4.753701455315057e-17 1.398331635289632e-23
1.0521189612883777 1.7116112521591443e-24 4.780126760184163e-17 4.7801252987585765e-17 1.4614255871584685e-23
1.0531058218030118 1.714738988427006e-24 4.793353619440911e-17 4.793352125452456e-17 1.4939884559138235e-23
1.0540936079674168 1.71785088586122e-24 4.8065567689211925e-17 4.8065552416684514e-17 1.5272527422182985e-23
1.058054026499678 1.730289899522721e-24 4.859551062878605e-17 4.859549395336896e-17 1.6675417093244676e-23
1.0590464539527713 1.7333974390937283e-24 4.872844965127325e-17 4.872843260631517e-17 1.704495807481244e-23
1.06003981227728 1.736504065339177e-24 4.8861569607343777e-17 4.8861552185011746e-17 1.742233202647786e-23
1.0620293250338977 1.7427145226070914e-24 4.912835155642432e-17 4.9128333355210943e-17 1.8201213387841765e-23
1.0660195594769086 1.7551238718663265e-24 4.9664078250613356e-17 4.966405839049026e-17 1.986012310956107e-23
1.070024785945596 1.7675170748145392e-24 5.020267846923699e-17 5.020265680608629e-17 2.1663150697201213e-23
1.0740450607676866 1.779893269991993e-24 5.074413995948691e-17 5.074411633733055e-17 2.3622156348880587e-23
1.07808044048254 1.7922516072273285e-24 5.1288450467930046e-17 5.128842471801202e-17 2.574991804787997e-23
1.0861967418109137 1.8168904799852843e-24 5.2384967417482505e-17 5.238493684966686e-17 3.056781565560978e-23
1.0902777775684922 1.829121878439183e-24 5.293577037115564e-17 5.2935737082431635e-17 3.3288724018875276e-23
1.0943741465085532 1.8413313019980873e-24 5.348933441397001e-17 5.3489298173899e-17 3.624007101111817e-23
1.1026131145906286 1.8656810991478442e-24 5.460469662399551e-17 5.460465371472295e-17 4.290927256335976e-23
1.1109141095355224 1.889933752241527e-24 5.573095650731542e-17 5.573090576706424e-17 5.0740251150688376e-23
1.1192775983109025 1.914062016384481e-24 5.686738391266582e-17 5.686732398940288e-17 5.992326294366438e-23
1.1277040513999907 1.9379621467010437e-24 5.801093477752122e-17 5.801086409991012e-17 7.067761110193104e-23
1.1361939428280308 1.9617449945760492e-24 5.916494374261972e-17 5.916486048690233e-17 8.325571738475466e-23
1.1447477501889525 1.9854053989507002e-24 6.032932000552826e-17 6.032922205777633e-17 9.794775192708453e-23
1.1533659546722406 2.0089498657574524e-24 6.150432542888908e-17 6.150421034189782e-17 1.1508699124421932e-22
1.1707974979042381 2.0557663325539457e-24 6.388883486208163e-17 6.388867656989858e-17 1.5829218305080117e-22
1.1884924949847024 2.1020574486634585e-24 6.631479900851487e-17 6.631458237367483e-17 2.1663484003232375e-22
1.2064549276569216 2.1481707459952617e-24 6.879380525924742e-17 6.879351023125056e-17 2.950279968600673e-22
1.2246888378427687 2.193678341995759e-24 7.131290695916516e-17 7.131250712546198e-17 3.9983370318870446e-22
1.2431983285522175 2.2385036276171163e-24 7.386992415714043e-17 7.3869384895353e-17 5.392617874626116e-22
1.2619875648066055 2.2826652915524606e-24 7.646571326008183e-17 7.646498940768077e-17 7.238524010445509e-22
1.3004222497298317 2.3684692417055133e-24 8.175636495540838e-17 8.175507898759436e-17 1.2859678140202228e-21
1.3400274889804893 2.4510678310661398e-24 8.718433727307992e-17 8.718209430959591e-17 2.2429634840066943e-21
1.3808389325824078 2.5305281876690637e-24 9.275207533532419e-17 9.274823271130063e-17 3.84262402351555e-21
1.4228933163050095 2.607534225976835e-24 9.84853856883884e-17 9.847891633794786e-17 6.469350440545307e-21
1.466228494730424 2.6839317638809665e-24 1.044582049677215e-16 1.0444749626687999e-16 1.070870084148758e-20
1.5108834753276823 2.759252453609936e-24 1.1066029962146014e-16 1.1064286361602858e-16 1.7436005431591376e-20
1.5568984535646726 2.8333253405331698e-24 1.1709171477567666e-16 1.1706376070745513e-16 2.795406822156761e-20
1.6043148490894465 2.907042419427129e-24 1.2379708119487767e-16 1.2375287001675027e-16 4.421117812740788e-20
1.6531753430134553 2.9815057383022885e-24 1.308350189907042e-16 1.3076612137193587e-16 6.889761876833489e-20
1.7035239163302658 3.0582607569185694e-24 1.3829044692241788e-16 1.3818462766570345e-16 1.0581925671441202e-19
1.755405889504358 3.140923232995563e-24 1.463539021061808e-16 1.4619364003836204e-16 1.6026206781881235e-19
1.8088679632656115 3.2306456973573386e-24 1.551192270383782e-16 1.5487980943249462e-16 2.394176058836201e-19
1.8639582606462262 3.329016194559466e-24 1.6471059041294424e-16 1.643576404903684e-16 3.5294992257582157e-19
1.9207263702978936 3.438621009684032e-24 1.7531506796122763e-16 1.7480142022189737e-16 5.136477393302307e-19
1.979223391128241 3.562802640302716e-24 1.871785219209912e-16 1.864403111319451e-16 7.38210789046121e-19
2.039501978296691 3.7054205393949225e-24 2.0060006456804593e-16 1.9955193990769016e-16 1.0481246603557878e-18
2.1016163906111602 3.8722356527581156e-24 2.1601537294320153e-16 2.1454461137295602e-16 1.4707615702454134e-18
2.1656225393682647 4.0686143339340094e-24 2.338830349116148e-16 2.3184262309235315e-16 2.040411819261611e-18
2.231578038680979 4.2991764271670305e-24 2.546635446222053e-16 2.5186408145431573e-16 2.7994631678895374e-18
2.299542257339062 4.569802821746471e-24 2.789383896334547e-16 2.7513871927775204e-16 3.79967035570269e-18
2.369576372248914 4.8877568819975656e-24 3.07432473762262e-16 3.0232893017097694e-16 5.103543591284972e-18
2.4417434235010123 5.261106228407738e-24 3.4099383762115034e-16 3.342083148171941e-16 6.78552280395635e-18
2.5161083711144245 5.6998382049637014e-24 3.8068108960290237e-16 3.717476094707818e-16 8.93348013212061e-18
2.5927381535095444 6.216349066608445e-24 4.278223658836175e-16 4.1617251376184436e-16 1.16498521217731e-17
2.6717017477616296 6.824028205091308e-24 4.839474666847377e-16 4.688954678548193e-16 1.505199882991841e-17
2.753070231689431 7.53924425616398e-24 5.509529812016795e-16 5.31680034069462e-16 1.927294713221737e-17
2.836916847834745 8.389768113554775e-24 6.317801796213968e-16 6.073175880357455e-16 2.4462591585651348e-17
2.9233170693905177 9.426039372580124e-24 7.314330917893281e-16 7.006509188525115e-16 3.0782172936816665e-17
2.967498994190263 1.0052501751347534e-23 7.918340460077362e-16 7.574735743594093e-16 3.436047164832704e-17
3.0123486681368425 1.0737626345683414e-23 8.585843311664595e-16 8.20280661726121e-16 3.830366944033852e-17
3.0578761833420214 1.1720379343655251e-23 9.513295738102067e-16 9.086748869284122e-16 4.2654686881794546e-17
3.1040917844459814 1.2866146728278092e-23 1.0601137983757528e-15 1.0127052055346096e-15 4.7408592841142637e-17
3.127460860933648 1.379443593277991e-23 1.1451576084228159e-15 1.095196101405344e-15 4.996150701747189e-17
3.1510058709225794 1.494354579960558e-23 1.24989147048651e-15 1.1972633672342147e-15 5.262810325229548e-17
3.162844764501044 1.589769010808755e-23 1.3346928593025786e-15 1.2806826503319636e-15 5.4010208970615023e-17
3.1747281389236908 1.6980514826397745e-23 1.43095780473334e-15 1.375535888920233e-15 5.542191581310715e-17
3.1986289994194426 1.9879688994465208e-23 1.6878851381198614e-15 1.6295420592410474e-15 5.834307887881404e-17
3.2227097969389145 2.631858696178086e-23 2.2514027943208477e-15 2.1899585373781183e-15 6.144425694272992e-17
3.2348180950136065 3.2284716747114884e-23 2.7721471353420513e-15 2.70904641541856e-15 6.310071992349107e-17
3.240889293275058 3.6709428706995775e-23 3.1579936683491614e-15 3.094019173850203e-15 6.397449449895788e-17
3.2469718861334385 4.1819648211274625e-23 3.60436145374796e-15 3.53948282231506e-15 6.487863143290004e-17
3.2714166318528037 6.886243954754625e-23 5.979814259588683e-15 5.9111944965740154e-15 6.861976301466742e-17
3.2744851364798273 7.057376831681095e-23 6.134169381148535e-15 6.065107391485192e-15 6.906198966334489e-17
