Dust emission spectrum from A.P. Jones, M. Kohler, N. Ysard, M. Bocchio, and L. Verstraete (2017), A&A, 602A, 46J 
inside the DustPedia framework.

lambda    nu*dP/dnu     j_nu    j_nu(carb.) j_nu(sil)
 (um)   (erg s-1 H-1) (Jy cm2 sr-1 H-1)
0.9927057738263894 9.08166412892693e-23 2.3930700807947135e-15 2.393070008610052e-15 7.218466103334942e-23
1.0001793341362166 9.234549942995053e-23 2.451675822994183e-15 2.451675736111559e-15 8.68826231771185e-23
1.0077091589558085 9.387971620424161e-23 2.5111716917567962e-15 2.5111715873220723e-15 1.0443472442087309e-22
1.0114953028030835 9.464875168672664e-23 2.5412546940429437e-15 2.541254579601172e-15 1.144417717773271e-22
1.0152956718711033 9.541902906664865e-23 2.5715617714777357e-15 2.571561646111712e-15 1.2536602345626265e-22
1.0229392996569957 9.696243497089341e-23 2.6328299523002894e-15 2.6328298020059004e-15 1.5029438921381029e-22
1.0267826658714554 9.773380266005665e-23 2.6637456784117007e-15 2.6637455139278607e-15 1.6448384001891467e-22
1.0306404723013447 9.85062510507536e-23 2.694886115605504e-15 2.694885935652403e-15 1.7995310073802243e-22
1.03451277320114 9.92797512249593e-23 2.7262518330071734e-15 2.7262516361953998e-15 1.9681177445215738e-22
1.0383996230291617 1.0005427494797858e-22 2.7578434141318468e-15 2.757843198953534e-15 2.1517831360460823e-22
1.0403485208654093 1.0044191200828544e-22 2.7737240900662774e-15 2.773723865099645e-15 2.2496663224073633e-22
1.0423010764483396 1.0082979468666732e-22 2.7896614576687908e-15 2.789661222488103e-15 2.3518068773980537e-22
1.0462171883269815 1.0160628362753755e-22 2.8217065782773365e-15 2.821706321320239e-15 2.569570977897887e-22
1.0471985131304309 1.0180055422836887e-22 2.829753412838111e-15 2.8297531501424865e-15 2.626956243065563e-22
1.048180758391296 1.0199488337078456e-22 2.8378144891297557e-15 2.8378142205730174e-15 2.685567386166744e-22
1.0501480137395462 1.023837156947383e-22 2.8539794073941546e-15 2.853979126737415e-15 2.806567398574167e-22
1.0521189612883777 1.0277277745810148e-22 2.870201414755862e-15 2.87020112147826e-15 2.93277602950221e-22
1.0531058218030118 1.0296713238287759e-22 2.878326555948184e-15 2.8783262561577684e-15 2.9979041487245736e-22
1.0540936079674168 1.0316068833488672e-22 2.8864420589918256e-15 2.886441752548862e-15 3.06442964087719e-22
1.058054026499678 1.0393543181691904e-22 2.9190457523677143e-15 2.9190454178743977e-15 3.3449331679125264e-22
1.0590464539527713 1.0412924577009786e-22 2.9272321484368517e-15 2.9272318065562645e-15 3.418805858969017e-22
1.06003981227728 1.0432311023311909e-22 2.9354327548404063e-15 2.9354324054166274e-15 3.494237799224442e-22
1.0620293250338977 1.0471098926786822e-22 2.951876641778937e-15 2.9518762767884266e-15 3.6499050967601694e-22
1.0660195594769086 1.0548733800807382e-22 2.9849354186670672e-15 2.9849350205303895e-15 3.9813667669737036e-22
1.070024785945596 1.0626445619248896e-22 3.0182227956692324e-15 3.018222361519583e-15 4.341496483753693e-22
1.0740450607676866 1.0704232282763627e-22 3.05173950749226e-15 3.0517390342281745e-15 4.732640868330329e-22
1.07808044048254 1.0782091778838336e-22 3.08548631179709e-15 3.085485796064393e-15 5.157326962989461e-22
1.0861967418109137 1.093790100499637e-22 3.153638560355189e-15 3.1536379485138346e-15 6.118413543248938e-22
1.0902777775684922 1.1015572805163188e-22 3.187965981897547e-15 3.1879653158082993e-15 6.660892472114412e-22
1.0943741465085532 1.1093305519402456e-22 3.2225245290718114e-15 3.222523804162114e-15 7.249096981836296e-22
1.1026131145906286 1.1248947665833647e-22 3.2923385186922205e-15 3.2923376609405934e-15 8.57751627250574e-22
1.1109141095355224 1.140481637765779e-22 3.363087858308894e-15 3.363086844692039e-15 1.0136168544602533e-21
1.1192775983109025 1.1560778334755273e-22 3.4347435676801936e-15 3.4347423714274563e-15 1.1962527356868868e-21
1.1277040513999907 1.1716256389834948e-22 3.5071427294099758e-15 3.507141319435506e-15 1.4099744698519772e-21
1.1361939428280308 1.1871919175831526e-22 3.580493041129415e-15 3.5804913813851984e-15 1.6597442156100058e-21
1.1447477501889525 1.2027762503731708e-22 3.654803867369467e-15 3.654801916109007e-15 1.951260460653807e-21
1.1533659546722406 1.2183841892452012e-22 3.730102923424437e-15 3.730100632362754e-15 2.291061682747966e-21
1.1707974979042381 1.2497182577705558e-22 3.883857913736713e-15 3.883854767160174e-15 3.1465765384716232e-21
1.1884924949847024 1.281145259329702e-22 4.041701639847182e-15 4.04169733991781e-15 4.299929370515498e-21
1.2064549276569216 1.3128798426643964e-22 4.204414402040512e-15 4.2044085549871095e-15 5.847053402321751e-21
1.2246888378427687 1.3447054709241364e-22 4.371418284061205e-15 4.371410372148584e-15 7.91191261919925e-21
1.2431983285522175 1.3765925714208325e-22 4.542712711812193e-15 4.542702057684299e-15 1.0654127895148028e-20
1.2619875648066055 1.4085832610152618e-22 4.718533380182542e-15 4.7185191019963066e-15 1.4278186235867003e-20
1.3004222497298317 1.4726554639536338e-22 5.083408112062766e-15 5.083382828988857e-15 2.5283073907742602e-20
1.3400274889804893 1.537086613550758e-22 5.467407961347823e-15 5.4673640114908886e-15 4.394985693724957e-20
1.3808389325824078 1.6020877572805013e-22 5.872171868354416e-15 5.8720968341419125e-15 7.503421250584081e-20
1.4228933163050095 1.6681992479244808e-22 6.300712937924119e-15 6.300587059794007e-15 1.258781301104909e-19
