Dust emission spectrum from A.P. Jones, M. Kohler, N. Ysard, M. Bocchio, and L. Verstraete (2017), A&A, 602A, 46J 
inside the DustPedia framework.

lambda    nu*dP/dnu     j_nu    j_nu(carb.) j_nu(sil)
 (um)   (erg s-1 H-1) (Jy cm2 sr-1 H-1)
0.9927057738263894 3.1592313729279287e-24 8.324754108424769e-17 8.324754108424769e-17 1.650058433005348e-37
1.0001793341362166 3.211021506387185e-24 8.52492416297503e-17 8.52492416297503e-17 2.1944508684908282e-37
1.0077091589558085 3.2627263826535847e-24 8.727408285132367e-17 8.727408285132367e-17 2.9130950031552065e-37
1.0114953028030835 3.2885404756880322e-24 8.829507808040535e-17 8.829507808040535e-17 3.35407914692581e-37
1.0152956718711033 3.314325627687219e-24 8.932173347138368e-17 8.932173347138368e-17 3.860082826287697e-37
1.0229392996569957 3.365773549831992e-24 9.13911600643881e-17 9.13911600643881e-17 5.105780437269251e-37
1.0267826658714554 3.391373508003237e-24 9.243226273764547e-17 9.243226273764547e-17 5.8682131325888634e-37
1.0306404723013447 3.416933204049542e-24 9.347879704405921e-17 9.347879704405921e-17 6.741548527235487e-37
1.03451277320114 3.442450172439803e-24 9.453071725959818e-17 9.453071725959818e-17 7.74149472532732e-37
1.0383996230291617 3.4679219620692386e-24 9.558797711330641e-17 9.558797711330641e-17 8.885925589719165e-37
1.0403485208654093 3.480640152938398e-24 9.611859479796466e-17 9.611859479796466e-17 9.518571308317972e-37
1.0423010764483396 3.493346136727057e-24 9.665052979833404e-17 9.665052979833404e-17 1.0195171331530865e-36
1.0462171883269815 3.518720275553775e-24 9.771832798298517e-17 9.771832798298517e-17 1.1692347031754056e-36
1.0471985131304309 3.5250557099652796e-24 9.79860915427017e-17 9.79860915427017e-17 1.2099008547647193e-36
1.048180758391296 3.5313878293196065e-24 9.825417920572076e-17 9.825417920572076e-17 1.2519483972027732e-36
1.0501480137395462 3.544041973487714e-24 9.879132382176559e-17 9.879132382176559e-17 1.3403723910176702e-36
1.0521189612883777 3.556682409965283e-24 9.932975577196413e-17 9.932975577196413e-17 1.4348912688812059e-36
1.0531058218030118 3.562987598379211e-24 9.959917874370467e-17 9.959917874370467e-17 1.4845627014484983e-36
1.0540936079674168 3.569257152619683e-24 9.986802270293493e-17 9.986802270293493e-17 1.535911420508118e-36
1.058054026499678 3.594297934083415e-24 1.009465197172763e-16 1.009465197172763e-16 1.759234986648887e-36
1.0590464539527713 3.6005485877965546e-24 1.0121692037870865e-16 1.0121692037870865e-16 1.819848226264268e-36
1.06003981227728 3.606795351980864e-24 1.014876300423948e-16 1.014876300423948e-16 1.8825012949331427e-36
1.0620293250338977 3.6192770665897305e-24 1.0202997324055291e-16 1.0202997324055291e-16 2.0141971766459808e-36
1.0660195594769086 3.6441922285428205e-24 1.0311833307023234e-16 1.0311833307023234e-16 2.3051639292592755e-36
1.070024785945596 3.669041116665681e-24 1.0421154855870603e-16 1.0421154855870603e-16 2.6370878433299237e-36
1.0740450607676866 3.693821446375776e-24 1.0530956862435348e-16 1.0530956862435348e-16 3.0155849149210855e-36
1.07808044048254 3.718530952150164e-24 1.0641234176258595e-16 1.0641234176258595e-16 3.447021041201138e-36
1.0861967418109137 3.767684459873485e-24 1.0863066863085017e-16 1.0863066863085017e-16 4.49851243877231e-36
1.0902777775684922 3.7920238299949435e-24 1.097432079691986e-16 1.097432079691986e-16 5.1359657988062637e-36
1.0943741465085532 3.8162817759336325e-24 1.1086020854006284e-16 1.1086020854006284e-16 5.861455781057095e-36
1.1026131145906286 3.864544807925214e-24 1.131073777415542e-16 1.131073777415542e-16 7.625483091993372e-36
1.1109141095355224 3.9124565967068155e-24 1.1537174155931016e-16 1.1537174155931016e-16 9.905208203092754e-36
1.1192775983109025 3.9599556151425815e-24 1.1765152555965835e-16 1.1765152555965835e-16 1.2847008765545984e-35
1.1277040513999907 4.006819316593301e-24 1.1994007954999698e-16 1.1994007954999698e-16 1.663743943695797e-35
1.1361939428280308 4.053276696864924e-24 1.222441695563547e-16 1.222441695563547e-16 2.1514488706734933e-35
1.1447477501889525 4.099312368768632e-24 1.245633399751845e-16 1.245633399751845e-16 2.778073003656751e-35
1.1533659546722406 4.144936730439478e-24 1.2689790914965716e-16 1.2689790914965716e-16 3.582060820619391e-35
1.1707974979042381 4.235102027436318e-24 1.3161794206387308e-16 1.3161794206387308e-16 5.93031834015033e-35
1.1884924949847024 4.323428801468716e-24 1.363936614478914e-16 1.363936614478914e-16 9.763667773425045e-35
1.2064549276569216 4.410618272276529e-24 1.4124725190561693e-16 1.4124725190561693e-16 1.5988598072991115e-34
1.2246888378427687 4.4957087193320375e-24 1.461481619614098e-16 1.461481619614098e-16 2.6042972241867564e-34
1.2431983285522175 4.578501734346598e-24 1.5108913458833527e-16 1.5108913458833527e-16 4.219801339618093e-34
1.2619875648066055 4.658968009653119e-24 1.5606813369985574e-16 1.5606813369985574e-16 6.802188737336026e-34
1.3004222497298317 4.811577605298383e-24 1.660891717668147e-16 1.660891717668147e-16 1.7406664326241072e-33
1.3400274889804893 4.9529546992392526e-24 1.7617630467979853e-16 1.7617630467979853e-16 4.3657235121682175e-33
1.3808389325824078 5.0825904962805696e-24 1.8629344612985968e-16 1.8629344612985968e-16 1.0734614035918053e-32
1.4228933163050095 5.201149172511669e-24 1.9644504650202991e-16 1.9644504650202984e-16 2.588064835931482e-32
1.466228494730424 5.311552159541835e-24 2.0672478028125158e-16 2.0672478028125155e-16 6.119254182555921e-32
1.5108834753276823 5.4116358067314644e-24 2.1703459537805065e-16 2.1703459537805055e-16 1.418767772630677e-31
1.5568984535646726 5.499656976239033e-24 2.2728214681645466e-16 2.272821468164543e-16 3.2252919486777073e-31
1.6043148490894465 5.575802231502695e-24 2.3744684183726003e-16 2.374468418372593e-16 7.189109162142583e-31
1.6531753430134553 5.640329800987001e-24 2.475100574671943e-16 2.4751005746719275e-16 1.5711772522045444e-30
