Dust emission spectrum from A.P. Jones, M. Kohler, N. Ysard, M. Bocchio, and L. Verstraete (2017), A&A, 602A, 46J 
inside the DustPedia framework.

lambda    nu*dP/dnu     j_nu    j_nu(carb.) j_nu(sil)
 (um)   (erg s-1 H-1) (Jy cm2 sr-1 H-1)
0.9927057738263894 8.043729922469158e-26 2.1195685220444906e-18 2.119568501285368e-18 2.0759122826382646e-26
1.0001793341362166 8.177062663186574e-26 2.170924079483717e-18 2.1709240544862506e-18 2.4997466761980807e-26
1.0077091589558085 8.310330680933387e-26 2.2229154495627914e-18 2.2229154195009332e-18 3.006185781351699e-26
1.0114953028030835 8.376925784140548e-26 2.2491476740291658e-18 2.2491476410786257e-18 3.2950539980457575e-26
1.0152956718711033 8.443487204705942e-26 2.275536559737688e-18 2.2755365236327234e-18 3.610496445357708e-26
1.0229392996569957 8.576420696961302e-26 2.3287634331033534e-18 2.3287633897967744e-18 4.330657899470635e-26
1.0267826658714554 8.642633342314222e-26 2.3555593447808488e-18 2.3555592973731352e-18 4.7407712840346454e-26
1.0306404723013447 8.708786018861499e-26 2.382507330820773e-18 2.382507278940578e-18 5.188019440307618e-26
1.03451277320114 8.774873100834957e-26 2.4096065492096465e-18 2.4096064924536678e-18 5.675597922929576e-26
1.0383996230291617 8.840889001950517e-26 2.4368561485030774e-18 2.4368560864334602e-18 6.206961805829526e-26
1.0403485208654093 8.873868525088707e-26 2.4505370724214284e-18 2.4505370075192417e-18 6.49021877066396e-26
1.0423010764483396 8.9068281767046e-26 2.4642552681818298e-18 2.464255200323376e-18 6.785845404104821e-26
1.0462171883269815 8.972685121649098e-26 2.4918030390107316e-18 2.4918029648478976e-18 7.416283382842866e-26
1.0471985131304309 8.989135868648107e-26 2.4987131057960287e-18 2.4987130299715142e-18 7.582451471766378e-26
1.048180758391296 9.005581049923677e-26 2.5056323946761906e-18 2.505632317154353e-18 7.752183750849536e-26
1.0501480137395462 9.038454376644796e-26 2.5194985834003585e-18 2.5194985023740252e-18 8.102633341754994e-26
1.0521189612883777 9.071304426264173e-26 2.5334014942389885e-18 2.5334014095566758e-18 8.468231276589431e-26
1.0531058218030118 9.087695891070652e-26 2.5403598032025575e-18 2.540359716633388e-18 8.656916835452366e-26
1.0540936079674168 9.104000619616508e-26 2.547304667863681e-18 2.5473045793670134e-18 8.849666758645307e-26
1.058054026499678 9.169153823162286e-26 2.575173745124241e-18 2.5751736484985293e-18 9.662571246870985e-26
1.0590464539527713 9.185425283317147e-26 2.5821633478221013e-18 2.5821632490550835e-18 9.87670178663925e-26
1.06003981227728 9.201689842618518e-26 2.589161855273137e-18 2.589161754319426e-18 1.0095371141312112e-25
1.0620293250338977 9.234197931082439e-26 2.603185527031415e-18 2.6031854215644753e-18 1.0546693984090538e-25
1.0660195594769086 9.299127705354955e-26 2.6313390947734147e-18 2.6313389796939217e-18 1.1507949303139468e-25
1.070024785945596 9.363937958291655e-26 2.659633523344181e-18 2.659633397817044e-18 1.255271372661563e-25
1.0740450607676866 9.428623553644838e-26 2.6880678819220477e-18 2.688067745043451e-18 1.3687859646896393e-25
1.07808044048254 9.493179407691852e-26 2.716641234250655e-18 2.7166410850427426e-18 1.492079126701616e-25
1.0861967418109137 9.621770446888806e-26 2.7741690372159838e-18 2.774168860090761e-18 1.7712522270475365e-25
1.0902777775684922 9.6855424593084e-26 2.803048050486019e-18 2.8030478575944913e-18 1.928915275409395e-25
1.0943741465085532 9.749160512308218e-26 2.832060185651844e-18 2.8320599756587346e-18 2.099931091249725e-25
1.1026131145906286 9.875915696945535e-26 2.8904799473081443e-18 2.890479698670344e-18 2.4863780076773504e-25
1.1109141095355224 1.0001998514502755e-25 2.9494205473438723e-18 2.9494202533294633e-18 2.940144100061657e-25
1.1192775983109025 1.0127258757073022e-25 3.008840396975384e-18 3.0088400497500074e-18 3.472253763132434e-25
1.1277040513999907 1.0251138559429201e-25 3.0685745404196344e-18 3.068574130878183e-18 4.095414519543359e-25
1.1361939428280308 1.0374223155702437e-25 3.12879773404577e-18 3.128797251620475e-18 4.824252949364576e-25
1.1447477501889525 1.0496479414773544e-25 3.189502082949848e-18 3.189501515391551e-18 5.675582962479041e-25
1.1533659546722406 1.061793750817448e-25 3.250698760668902e-18 3.250698093797274e-18 6.668716268189028e-25
1.1707974979042381 1.0858847289418706e-25 3.3746982343287758e-18 3.3746973171046436e-18 9.17224131785749e-25
1.1884924949847024 1.1096155385535757e-25 3.500567097378421e-18 3.500565842087735e-18 1.2552906860817366e-24
1.2064549276569216 1.1331669265212118e-25 3.6288951897631e-18 3.6288934802232295e-18 1.709539871502617e-24
1.2246888378427687 1.1563031487307793e-25 3.758953046279708e-18 3.75895072944312e-18 2.3168365878712198e-24
1.2431983285522175 1.1789777318121663e-25 3.890589881448189e-18 3.890586756695499e-18 3.1247526901073822e-24
1.2619875648066055 1.2011914527070727e-25 4.023803294029682e-18 4.0237990996665925e-18 4.194363090416679e-24
1.3004222497298317 1.2439203182398902e-25 4.293845228078034e-18 4.29383777653691e-18 7.451541124697658e-24
1.3400274889804893 1.284396380563252e-25 4.568590302400654e-18 4.568577305547652e-18 1.2996853000575289e-23
1.3808389325824078 1.3225521426557013e-25 4.847583068556533e-18 4.847560802469756e-18 2.2266086775961906e-23
1.4228933163050095 1.3586224709951315e-25 5.131455484951151e-18 5.131417998296872e-18 3.748665427900104e-23
1.466228494730424 1.3934245671779123e-25 5.423186647445049e-18 5.423124595872806e-18 6.205157224254981e-23
1.5108834753276823 1.4264979552963125e-25 5.720994863516962e-18 5.720893830574996e-18 1.0103294196765952e-22
1.5568984535646726 1.4574908586685802e-25 6.02331477680791e-18 6.023152796945979e-18 1.6197986192984859e-22
1.6043148490894465 1.486549909725564e-25 6.33050755106626e-18 6.330251369373058e-18 2.561816932037939e-22
1.6531753430134553 1.5138521828735104e-25 6.643115810609026e-18 6.6427165833234914e-18 3.992272855358197e-22
1.7035239163302658 1.5397172026156862e-25 6.962394544093736e-18 6.961781374359108e-18 6.1316973462918e-22
1.755405889504358 1.5654394204016724e-25 7.294293769418797e-18 7.293365130788636e-18 9.28638630158981e-22
1.8088679632656115 1.590877123161337e-25 7.63858537194863e-18 7.637198066514456e-18 1.3873054341730468e-21
1.8639582606462262 1.615975836173369e-25 7.995405204220985e-18 7.993360035722146e-18 2.0451684988393547e-21
1.9207263702978936 1.6410305380633639e-25 8.366649872050436e-18 8.363673539973546e-18 2.9763320768882593e-21
1.979223391128241 1.6665348076769438e-25 8.755453319310148e-18 8.75117575653113e-18 4.277562779015789e-21
2.039501978296691 1.693046812995336e-25 9.165634410259081e-18 9.159561051399555e-18 6.0733588595270755e-21
2.1016163906111602 1.7218667467830972e-25 9.605554021484089e-18 9.597031692840088e-18 8.522328644001129e-21
2.1656225393682647 1.7538331007584661e-25 1.0081855262433216e-17 1.0070032095135931e-17 1.1823167297282844e-20
2.231578038680979 1.7891652729316567e-25 1.0598196609018314e-17 1.0581975118297357e-17 1.6221490720960254e-20
2.299542257339062 1.8284531425729885e-25 1.1160782970382501e-17 1.113876577859903e-17 2.2017191783467787e-20
2.369576372248914 1.8727427473971692e-25 1.1779267043195243e-17 1.174969455726841e-17 2.9572485926829044e-20
2.4417434235010123 1.923240788763257e-25 1.2465311072580103e-17 1.2425992357209383e-17 3.9318715370716456e-20
2.5161083711144245 1.9818711444737825e-25 1.3236531276866929e-17 1.3184766221582173e-17 5.176505528475633e-20
2.5927381535095444 2.051614119620623e-25 1.4119644780745967e-17 1.405213970642838e-17 6.750507431758384e-20
2.6717017477616296 2.1358632495027567e-25 1.5147147369799893e-17 1.505992855437201e-17 8.7218815427882e-20
2.753070231689431 2.2395540995799727e-25 1.636621610604032e-17 1.6254539003050704e-17 1.1167710298961279e-19
2.836916847834745 2.3736497728919955e-25 1.7874449681787403e-17 1.7732701180583122e-17 1.4174850120428447e-19
2.9233170693905177 2.561854218738707e-25 1.987923960275881e-17 1.9700872282926533e-17 1.7836731983227994e-19
