Dust emission spectrum from A.P. Jones, M. Kohler, N. Ysard, M. Bocchio, and L. Verstraete (2017), A&A, 602A, 46J 
inside the DustPedia framework.

lambda    nu*dP/dnu     j_nu    j_nu(carb.) j_nu(sil)
 (um)   (erg s-1 H-1) (Jy cm2 sr-1 H-1)
0.9927057738263894 6.490510041680807e-25 1.7102862613439593e-17 1.710285876614297e-17 3.847296623171752e-24
1.0001793341362166 6.599425179065509e-25 1.7520779309279906e-17 1.7520774677354683e-17 4.631925219109116e-24
1.0077091589558085 6.708536886822643e-25 1.79445450033584e-17 1.7944539434111983e-17 5.569246420508977e-24
1.0114953028030835 6.763157938711504e-25 1.8158619688076316e-17 1.8158613584289822e-17 6.103786489087206e-24
1.0152956718711033 6.8178179844421e-25 1.8374154783568973e-17 1.837414809614245e-17 6.687426522134127e-24
1.0229392996569957 6.9271886880193415e-25 1.8809459424701805e-17 1.8809451405076413e-17 8.019625394244946e-24
1.0267826658714554 6.981772238475398e-25 1.902889800838007e-17 1.902888923024776e-17 8.778132311291073e-24
1.0306404723013447 7.036378993961739e-25 1.9249783493634085e-17 1.924977388842467e-17 9.6052094187627e-24
1.03451277320114 7.091005810725436e-25 1.947211526099658e-17 1.9472104754250956e-17 1.0506745622324665e-23
1.0383996230291617 7.145649590407674e-25 1.96958927270682e-17 1.9695881237961277e-17 1.1489106921397214e-23
1.0403485208654093 7.172976885886179e-25 1.980832342601152e-17 1.9808311413285866e-17 1.2012725656698321e-23
1.0423010764483396 7.200307281537859e-25 1.992111534997912e-17 1.992110279080657e-17 1.2559172558191741e-23
1.0462171883269815 7.254975881031225e-25 2.014778263497182e-17 2.0147768910598118e-17 1.3724373699611e-23
1.0471985131304309 7.26864438814083e-25 2.020467513163721e-17 2.0204661100171592e-17 1.403146561901286e-23
1.048180758391296 7.2823133465500155e-25 2.026165788542111e-17 2.026164354028774e-17 1.4345133365590405e-23
1.0501480137395462 7.309652435690199e-25 2.037589414010735e-17 2.0375879147372534e-17 1.4992734813546726e-23
1.0521189612883777 7.336992787343956e-25 2.0490491352998005e-17 2.049047568471694e-17 1.5668281063057432e-23
1.0531058218030118 7.35064408772066e-25 2.054787153082665e-17 2.0547855513913763e-17 1.60169128863569e-23
1.0540936079674168 7.364232544078888e-25 2.0605165485540108e-17 2.0605149112497963e-17 1.637304214774763e-23
1.058054026499678 7.418584708439194e-25 2.0835231838835145e-17 2.0835213963988047e-17 1.7874847099597746e-23
1.0590464539527713 7.432172117713258e-25 2.0892971033056013e-17 2.0892952762647572e-17 1.8270408437536002e-23
1.06003981227728 7.445759188410835e-25 2.0950799259602957e-17 2.0950780585263315e-17 1.8674339639500148e-23
1.0620293250338977 7.472932144155795e-25 2.106672279210487e-17 2.1066703284116633e-17 1.9507988235211225e-23
1.0660195594769086 7.527272136252183e-25 2.1299638070045114e-17 2.1299616786696507e-17 2.1283348605288314e-23
1.070024785945596 7.581602027976373e-25 2.1533977482630538e-17 2.1533954269971042e-17 2.3212659502082653e-23
1.0740450607676866 7.635919222322416e-25 2.1769740931635082e-17 2.1769715623073012e-17 2.5308562072711401e-23
1.07808044048254 7.690221183558231e-25 2.2006928417295855e-17 2.20069008326228e-17 2.7584673051850197e-23
1.0861967418109137 7.798681529255299e-25 2.248532216497003e-17 2.2485289427675697e-17 3.2737294325123984e-23
1.0902777775684922 7.852634929850302e-25 2.2725947590205524e-17 2.2725911943624928e-17 3.564658059568999e-23
1.0943741465085532 7.906560084771462e-25 2.2967981697783963e-17 2.2967942896010582e-17 3.8801773376756045e-23
1.1026131145906286 8.014316983240244e-25 2.3456278123750754e-17 2.3456232193827882e-17 4.592992287847373e-23
1.1109141095355224 8.121935597880272e-25 2.3950217250939705e-17 2.395016295377347e-17 5.429716623097278e-23
1.1192775983109025 8.229310335278188e-25 2.444953957430864e-17 2.444947546840451e-17 6.410590412348959e-23
1.1277040513999907 8.336012633319294e-25 2.495300984073746e-17 2.495293425139577e-17 7.558934170006342e-23
1.1361939428280308 8.442520814535598e-25 2.546208964054686e-17 2.5462000624751388e-17 8.901579546075005e-23
1.1447477501889525 8.548823499506716e-25 2.597679591508592e-17 2.5976691221508563e-17 1.0469357735711067e-22
1.1533659546722406 8.654956273076083e-25 2.6497288770885882e-17 2.649716579423366e-17 1.229766522201391e-22
1.1707974979042381 8.867053103321117e-25 2.7556910649840385e-17 2.7556741608577978e-17 1.6904126240841349e-22
1.1884924949847024 9.078356307725949e-25 2.864000573615697e-17 2.863977453380337e-17 2.3120235359841563e-22
1.2064549276569216 9.29040737246314e-25 2.9751940191523094e-17 2.9751625523919073e-17 3.146676040268719e-22
1.2246888378427687 9.501538067883515e-25 3.088795140255129e-17 3.0887525227945374e-17 4.261746059178519e-22
1.2431983285522175 9.7115183372987e-25 3.204770875402125e-17 3.204713434414891e-17 5.7440987233828635e-22
1.2619875648066055 9.920583176927276e-25 3.323240036053611e-17 3.323162984510705e-17 7.705154290700641e-22
1.3004222497298317 1.0334291374667564e-24 3.567258051341421e-17 3.567121352402172e-17 1.3669893924882812e-21
1.3400274889804893 1.0743843117344578e-24 3.8215786200588103e-17 3.8213405291833064e-17 2.3809087550327865e-21
1.3808389325824078 1.1151065238520515e-24 4.087227512865906e-17 4.086820210900166e-17 4.073019657390966e-21
1.4228933163050095 1.1560679824448688e-24 4.3664163637364054e-17 4.3657316635923105e-17 6.847001440946902e-21
1.466228494730424 1.1982722678329272e-24 4.663656947054176e-17 4.66252529999031e-17 1.131647063866279e-20
1.5108834753276823 1.2418003584765743e-24 4.980261938673645e-17 4.9784222719791467e-17 1.8396666945011085e-20
1.5568984535646726 1.2869102365205313e-24 5.318362992094821e-17 5.3154182991579305e-17 2.9446929368893635e-20
1.6043148490894465 1.3343799057088712e-24 5.68248803071844e-17 5.677838402067701e-17 4.649628650737579e-20
1.6531753430134553 1.3851631697106583e-24 6.078400161574457e-17 6.071166368949396e-17 7.233792625059893e-20
1.7035239163302658 1.440493421288039e-24 6.513717921798185e-17 6.502626533944897e-17 1.109138785328763e-19
1.755405889504358 1.5026118712530844e-24 7.001543635284058e-17 6.984775121718651e-17 1.676851356540747e-19
1.8088679632656115 1.572843544291756e-24 7.551997269227451e-17 7.526991205021443e-17 2.5006064206009466e-19
1.8639582606462262 1.6528311013419107e-24 8.17775494753725e-17 8.140958141849254e-17 3.679680568799598e-19
1.9207263702978936 1.744818613966868e-24 8.895804249033077e-17 8.842353740802853e-17 5.345050823022315e-19
1.979223391128241 1.8515651120528693e-24 9.727544742278614e-17 9.650872651293825e-17 7.667209098479251e-19
2.039501978296691 1.9762354505086505e-24 1.0698730542429393e-16 1.0590082841591082e-16 1.0864770083831353e-18
2.1016163906111602 2.1230572597801344e-24 1.1843623345198955e-16 1.1691470546445244e-16 1.5215279875370927e-18
2.1656225393682647 2.296303247107986e-24 1.320022809809337e-16 1.2989576852922453e-16 2.1065124517092145e-18
2.231578038680979 2.5000863872537055e-24 1.4809368073766096e-16 1.4520960278832935e-16 2.8840779493316172e-18
2.299542257339062 2.739310020043603e-24 1.672060601962097e-16 1.6329998430659954e-16 3.906075889610153e-18
2.369576372248914 3.0196543977988342e-24 1.8993166882780553e-16 1.8469681629474506e-16 5.2348525330604555e-18
2.4417434235010123 3.347312652072009e-24 2.169530394168283e-16 2.1000874786452963e-16 6.944291552298684e-18
2.5161083711144245 3.729472727243406e-24 2.490842179020008e-16 2.3996305588487386e-16 9.121162017126943e-18
2.5927381535095444 4.174395543564075e-24 2.8729078088209336e-16 2.754247305311534e-16 1.1866050350939909e-17
2.6717017477616296 4.690637945484258e-24 3.3265137285903633e-16 3.173578937780396e-16 1.5293479080996887e-17
2.753070231689431 5.28777704566147e-24 3.8642023367993553e-16 3.668878563110562e-16 1.953237736887938e-17
2.836916847834745 5.979795161900693e-24 4.503004147851309e-16 4.2557342303395284e-16 2.4726991751178136e-17
2.9233170693905177 6.788642992596339e-24 5.267788449486968e-16 4.957481040058539e-16 3.103074094284283e-17
